code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type
ASTC,2026-05-29,True,ceiling_breakout,,ceiling,8.01,ceiling_breakout,,1.0,2026-05-27,8.01,8.01,57.6789616237163,0.7240948813982524,0.5625920471281296,0.4270986745213549,ceiling,,49.8,521.72,EXTENDED,6.667785026627842,0.0,2026-05-25,521.7,0,0,8.01,2025-09-29,-76.0,3,34,76.0,5.924107142857143,1.0,0,,,,True,True,-3.2110091743,68.85,-27.668845315904132,Unknown,Unknown,SEC,resolved,,LOSS_WIDENING
UMAC,2026-05-29,True,ceiling_breakout,,ceiling,23.38,ceiling_breakout,,1.0,2026-05-28,25.0,23.38,10.641854187187814,0.2660393498716853,0.671232876712329,0.8520547945205482,ceiling,,31.78,35.93,EXTENDED,3.760106399561425,0.0,2026-05-25,35.9,0,0,23.38,2026-03-09,-54.5,1,11,54.5,5.053571428571429,2.0,0,,,,True,True,200.0,32.36,-1.792336217552526,Electronic Technology,Electronic Equipment/Instruments,SEC,resolved,,TURNAROUND
TWST,2026-05-29,True,ceiling_breakout,,ceiling,60.9,ceiling_breakout,,1.0,2026-05-28,64.1,60.9,1.645537414768184,0.1334975369458129,0.97258064516129,1.311290322580645,ceiling,,66.87,9.8,EXTENDED,1.3232191437202585,0.0,2026-05-25,9.8,0,0,60.9,2022-08-08,-81.2,15,198,81.2,4.589285714285714,3.0,0,,,,True,True,-7.5757575758,71.04,-5.869932432432434,Health Technology,Biotechnology,SEC,resolved,,LOSS_WIDENING
PL,2026-05-29,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,45.78,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-05-25"", ""ma10_prior_week"": 37.107, ""pending_high"": 45.78, ""touch_date"": ""2026-05-18""}",0.0,,,,,,,,,daily_volume_not_confirmed,51.14,11.71,UNCONFIRMED,1.268557450906113,699.1,2025-08-04,704.1,8,2,6.36,2025-01-27,-56.1,2,27,56.1,4.479910714285714,4.0,6,4.0,-19.0,27.1,True,False,-316.6666666667,51.76,-1.19783616692426,Unknown,Unknown,SEC,resolved,,LOSS_WIDENING
VICR,2026-05-29,True,pivot,False,pivot,293.95,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 293.95, ""resistance_date"": ""2026-05-25""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 293.95, ""resistance_date"": ""2026-05-25""}}",1.0,2026-05-26,296.45,293.95,1.71713301774277,0.1326756251063106,0.9682630178639298,0.7411630558722918,pivot,,334.84,13.91,EXTENDED,1.0553326788794837,220.7,2025-12-15,240.4,4,1,98.38,2023-07-24,-68.6,9,125,68.6,4.473214285714286,5.0,4,3.0,-27.1,5.7,True,False,633.3333333333,361.89,-7.474646992179945,Electronic Technology,Electronic Components,SEC,resolved,,GROWTH
PRAX,2026-05-29,True,pivot,False,pivot,349.49,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 349.49, ""resistance_date"": ""2026-05-25""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,349.97,0.14,UNCONFIRMED,0.8690277300208022,84.2,2025-10-13,281.1,2,0,91.83,2025-02-10,-70.9,2,35,70.9,4.433035714285714,6.0,7,6.0,-12.2,0.1,True,False,2.73556231,366.52,-4.515442540652614,Health Technology,Pharmaceuticals: Major,SEC,resolved,,LOSS_NARROWING
BUUU,2026-05-29,True,pivot,False,pivot,18.5,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 18.5, ""resistance_date"": ""2026-05-25""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 18.5, ""resistance_date"": ""2026-05-25""}}",1.0,2026-05-29,18.5,18.5,3.7945308580030104,0.0372972972972973,0.3190000000000001,0.0690000000000001,pivot,,19.19,3.73,ACTIONABLE,1.7431755165624725,67.0,2026-01-26,104.8,0,1,9.37,2025-09-29,-39.2,2,17,39.2,4.4107142857142865,7.0,5,3.0,-41.3,-26.2,True,True,,26.0,-26.192307692307693,Commercial Services,Miscellaneous Commercial Services,,expected_unavailable,NO_QUARTERLY_EPS,
MKSI,2026-05-29,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,322.0,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-05-25"", ""ma10_prior_week"": 272.969, ""pending_high"": 322.0, ""touch_date"": ""2026-05-18""}",0.0,,,,,,,,,daily_volume_not_confirmed,324.26,0.7,UNCONFIRMED,0.9332017527700922,107.9,2025-11-24,122.9,4,1,145.49,2024-07-08,-62.6,4,72,62.6,4.258928571428571,8.0,4,3.0,-9.7,-0.8,False,False,53.2467532468,339.0,-4.348082595870206,Producer Manufacturing,Industrial Machinery,SEC,resolved,,GROWTH
ALM,2026-05-29,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,19.09,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-05-25"", ""ma10_prior_week"": 18.608, ""pending_high"": 19.09, ""touch_date"": ""2026-05-18""}",0.0,,,,,,,,,daily_volume_not_confirmed,19.66,2.99,UNCONFIRMED,0.8697551059971647,132.4,2025-12-15,154.0,4,0,7.74,2025-06-30,-59.2,2,24,59.2,4.227678571428571,9.0,4,7.0,-33.7,-19.5,True,False,,24.41,-19.45923801720606,Non-Energy Minerals,Other Metals/Minerals,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,
CSTM,2026-05-29,True,pivot,False,pivot,33.89,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 33.89, ""resistance_date"": ""2026-05-25""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 33.89, ""resistance_date"": ""2026-05-25""}}",1.0,2026-05-27,33.89,33.89,2.191015696920039,0.002065506048982,0.9825072886297368,0.0204081632653061,pivot,,34.26,1.09,ACTIONABLE,1.351013115700303,46.6,2026-03-23,47.7,2,0,23.2,2024-04-01,-68.4,9,103,68.4,4.205357142857142,10.0,2,4.0,-11.9,1.1,True,True,446.1538461538,35.3,-2.9461756373937664,Non-Energy Minerals,Aluminum,SEC,resolved,,GROWTH
