code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry
RNG,2026-07-31,True,ceiling_breakout,,ceiling,48.4,ceiling_breakout,,1.0,2026-07-27,49.51,48.4,3.002689530962432,0.1072314049586777,0.7222222222222231,0.901041666666668,ceiling,,55.51,14.69,EXTENDED,1.7552399279706663,0.0,2026-07-27,14.7,0,0,48.4,2023-01-30,-57.7,15,182,57.7,4.972222222222222,1.0,0,,,,True,True,,58.86,-5.691471287801564,Technology Services,Packaged Software
LPG,2026-07-31,True,pivot,,pivot,47.06,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 47.06, ""resistance_date"": ""2026-07-27""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,47.42,0.76,UNCONFIRMED,0.9704409243973304,7.0,2026-07-20,15.0,1,0,41.22,2024-05-27,-64.7,8,112,64.7,4.402777777777779,2.0,0,,,,True,False,,47.44,-0.0421585160202298,Transportation,Marine Shipping
ECPG,2026-07-31,True,pivot,False,pivot,92.64,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 92.64, ""resistance_date"": ""2026-07-27""}, {""box_type"": ""S_BOX"", ""price"": 93.21, ""resistance_date"": ""2026-07-27""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,94.09,1.57,UNCONFIRMED,1.0068611777244871,69.5,2025-12-22,72.5,4,1,54.55,2024-02-12,-51.5,8,97,51.5,4.361111111111112,3.0,7,4.0,-11.3,0.9,True,False,,98.02,-4.009385839624557,Finance,Finance/Rental/Leasing
ETON,2026-07-31,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,42.65,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-07-27"", ""ma10_prior_week"": 35.096, ""pending_high"": 42.65, ""touch_date"": ""2026-07-13""}",1.0,2026-07-28,43.58,42.65,1.940079441124719,0.0940211019929659,0.8820754716981131,0.9457547169811328,ma10_touch_confirm,,49.03,14.96,EXTENDED,1.2540378912281562,119.7,2026-03-16,130.2,3,0,21.3,2025-05-19,-38.5,3,43,38.5,4.236111111111111,4.0,3,3.0,-7.3,29.1,True,False,,50.18,-2.291749701076118,Health Technology,Pharmaceuticals: Major
SNOW,2026-07-31,True,ceiling_breakout,,ceiling,275.48,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,293.28,6.46,UNCONFIRMED,0.8792210170179977,0.0,2026-07-27,6.5,0,0,275.48,2025-10-27,-57.1,1,39,57.1,4.111111111111111,5.0,0,,,,True,False,,304.17,-3.580234737153576,Technology Services,Packaged Software
NUE,2026-07-31,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,249.02,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-07-27"", ""ma10_prior_week"": 241.5, ""pending_high"": 249.02, ""touch_date"": ""2026-07-20""}",1.0,2026-07-28,254.0,249.02,1.6449535779579418,0.0666613123443899,0.8048442906574398,1.1487889273356406,ma10_touch_confirm,,257.29,3.32,ACTIONABLE,1.1826100903440224,20.4,2026-04-20,31.2,1,0,196.13,2024-04-01,-51.1,7,107,51.1,4.083333333333334,6.0,2,8.0,-20.0,-4.0,True,False,,270.24,-4.7920367081113024,Non-Energy Minerals,Steel
PESI,2026-07-31,True,ceiling_breakout,,ceiling,16.05,ceiling_breakout,,1.0,2026-07-28,16.05,16.05,1.5393532792343931,0.0367601246105919,0.7732342007434946,0.2193308550185873,ceiling,,16.83,4.86,ACTIONABLE,0.8787235104571647,0.0,2026-07-27,4.9,0,0,16.05,2024-11-04,-61.1,6,90,61.1,4.069444444444445,7.0,0,,,,True,False,,18.4,-8.532608695652177,Industrial Services,Environmental Services
PKOH,2026-07-31,True,pivot,True,pivot,39.21,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 39.21, ""resistance_date"": ""2026-07-27""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,39.45,0.61,UNCONFIRMED,0.9023841399151168,14.0,2026-06-08,21.8,1,0,32.39,2024-11-18,-53.0,6,81,53.0,3.9027777777777777,8.0,1,6.0,-14.2,0.6,True,False,,39.72,-0.6797583081570857,Producer Manufacturing,Metal Fabrication
DYN,2026-07-31,True,ceiling_breakout,,ceiling,25.0,ceiling_breakout,,1.0,2026-07-27,25.0,25.0,1.517124329167357,0.0251999999999998,0.6797385620915022,0.411764705882352,ceiling,,25.73,2.92,ACTIONABLE,0.98093470046386,0.0,2026-07-27,2.9,0,0,25.0,2025-10-27,-44.0,2,39,44.0,3.625,9.0,0,,,,True,False,,26.26,-2.0182787509520184,Health Technology,Biotechnology
CNK,2026-07-31,True,ceiling_breakout,,ceiling,35.61,ceiling_breakout,,1.0,2026-07-30,36.5,35.61,1.8447319934414037,0.0151642796967144,0.5469798657718111,0.181208053691275,ceiling,,36.59,2.75,ACTIONABLE,1.5331685233191077,0.0,2026-07-27,2.8,0,0,35.61,2024-12-02,-39.7,7,86,39.7,3.625,10.0,0,,,,True,True,,37.5,-2.4266666666666548,Consumer Services,Movies/Entertainment
