quarter,matched_stop_lift_delta,winner_loss_delta,coverage_delta
2024Q2,0.08370738001806105,-0.032258064516129004,-0.03281519861830742
2024Q3,0.0,0.0,0.0
2024Q4,-0.09968135981796591,0.09999999999999998,0.12642369020501137
2025Q1,-0.08255208832395493,-0.02702702702702703,-0.01706970128022761
2025Q2,0.028997928530783267,0.0,0.10275689223057644
2025Q3,0.10036747736487917,-0.07142857142857144,-0.021013597033374534
2025Q4,0.0,0.0,0.0
2026Q1,0.1926171085682798,0.11842105263157895,0.004094165813715453
