code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type
BAND,2026-05-01,True,ceiling_breakout,,ceiling,29.07,ceiling_breakout,,1.0,2026-04-30,30.95,29.07,8.466781001886124,0.2662538699690402,0.9883333333333332,1.2899999999999996,ceiling,,44.86,54.32,EXTENDED,3.213937136650076,0.0,2026-04-27,54.3,0,0,29.07,2023-01-30,-67.9,11,169,67.9,5.752380952380952,1.0,0,,,,True,True,38.4615384615,46.16,-2.816291161178508,Technology Services,Packaged Software,SEC,resolved,,LOSS_NARROWING
MRAM,2026-05-01,True,ceiling_breakout,,ceiling,17.24,ceiling_breakout,,1.0,2026-04-30,18.06,17.24,30.60978842766005,0.0603248259860791,0.5545171339563865,0.3239875389408107,ceiling,,21.49,24.65,EXTENDED,5.221689286059965,0.0,2026-04-27,24.7,0,0,17.24,2026-01-19,-53.6,1,14,53.6,5.185714285714286,2.0,0,,,,True,True,80.0,22.69,-5.288673424416057,Electronic Technology,Semiconductors,SEC,resolved,,LOSS_NARROWING
TWLO,2026-05-01,True,ceiling_breakout,,ceiling,151.95,ceiling_breakout,,1.0,2026-05-01,177.77,151.95,3.4456081874090416,0.2065811122079632,0.9397865853658542,2.3925304878048785,ceiling,,183.34,20.66,EXTENDED,1.7099904173564506,0.0,2026-04-27,20.7,0,0,151.95,2025-01-27,-49.0,5,65,49.0,4.923809523809524,3.0,0,,,,True,True,375.0,184.13,-0.4290446966816907,Technology Services,Packaged Software,SEC,resolved,,GROWTH
ANAB,2026-05-01,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,60.6,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-04-27"", ""ma10_prior_week"": 42.19, ""pending_high"": 60.6, ""touch_date"": ""2026-04-20""}",0.0,,,,,,,,,daily_volume_not_confirmed,66.76,10.17,UNCONFIRMED,0.7989067216736387,140.4,2025-11-24,146.1,3,1,27.13,2024-09-09,-70.0,4,63,70.0,4.604761904761904,4.0,3,3.0,-6.3,42.8,True,False,360.3174603175,71.67,-6.850844146783864,Health Technology,Biotechnology,SEC,resolved,,TURNAROUND
INSW,2026-05-01,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,79.8,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-04-27"", ""ma10_prior_week"": 71.499, ""pending_high"": 79.8, ""touch_date"": ""2026-04-20""}",0.0,,,,,,,,,daily_volume_not_confirmed,85.14,6.69,UNCONFIRMED,0.9834972367849386,55.7,2026-01-12,58.5,2,0,53.7,2024-05-20,-53.2,4,86,53.2,4.247619047619048,5.0,2,3.0,-5.8,12.4,True,False,260.5633802817,85.35,-0.2460456942003475,Transportation,Marine Shipping,SEC,resolved,,GROWTH
WCC,2026-05-01,True,pivot,False,pivot,318.13,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 318.13, ""resistance_date"": ""2026-04-27""}, {""box_type"": ""S_BOX"", ""price"": 318.13, ""resistance_date"": ""2026-04-27""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 318.13, ""resistance_date"": ""2026-04-27""}}",1.0,2026-04-30,350.62,318.13,2.82237650332617,0.0974130072611825,0.6963696369636961,1.461103253182463,pivot,,354.59,11.46,EXTENDED,1.7301178591547892,57.8,2025-10-20,66.2,3,2,213.33,2024-11-25,-41.8,3,47,41.8,4.228571428571429,6.0,4,3.0,-3.4,9.3,True,True,48.0952380952,355.56,-0.2728090898863833,Distribution Services,Wholesale Distributors,SEC,resolved,,GROWTH
SHIP,2026-05-01,True,pivot,False,pivot,14.19,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 14.19, ""resistance_date"": ""2026-04-27""}, {""box_type"": ""S_BOX"", ""price"": 14.19, ""resistance_date"": ""2026-04-27""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,15.47,9.02,UNCONFIRMED,0.979015276155029,13.8,2026-02-16,34.5,2,1,11.5,2024-05-27,-60.2,6,90,60.2,4.123809523809524,7.0,2,3.0,-10.0,1.8,True,False,,15.64,-1.0869565217391353,Transportation,Marine Shipping,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,
TEN,2026-05-01,True,pivot,True,pivot,40.95,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 40.95, ""resistance_date"": ""2026-04-27""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,42.4,3.54,UNCONFIRMED,0.4654185711755287,49.7,2026-02-09,49.9,1,0,28.28,2024-05-27,-54.0,5,89,54.0,4.095238095238095,8.0,2,5.0,-9.7,3.5,True,False,,42.44,-0.0942507068802944,Transportation,Marine Shipping,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,
STNG,2026-05-01,True,ceiling_breakout,,ceiling,78.88,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,82.99,5.21,UNCONFIRMED,0.7736402687488593,0.0,2026-04-27,5.2,0,0,78.88,2024-06-17,-62.1,5,97,62.1,4.042857142857143,9.0,0,,,,True,False,,83.1,-0.1323706377857947,Transportation,Marine Shipping,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,
ETON,2026-05-01,True,pivot,False,pivot,27.19,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 27.19, ""resistance_date"": ""2026-04-27""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 27.19, ""resistance_date"": ""2026-04-27""}}",1.0,2026-05-01,27.19,27.19,2.435644468340883,0.0628907686649502,0.8281853281853281,0.3301158301158296,pivot,,28.9,6.29,EXTENDED,0.9117332534437502,29.5,2026-03-16,35.7,0,0,21.3,2025-05-19,-38.5,3,43,38.5,4.019047619047619,10.0,1,4.0,-17.2,6.3,True,False,400.0,29.79,-2.987579724739853,Health Technology,Pharmaceuticals: Major,SEC,resolved,,TURNAROUND
