variant,date,code,event,signal_date,price
close_trigger_soft,2025-11-14,LYFT,entry_missing,2025-11-14,
close_trigger_soft,2025-11-17,LH,entry,2025-11-14,263.62
close_trigger_soft,2026-01-05,LH,stop_loss,2025-11-14,243.84850000000003
close_trigger_soft,2025-11-21,WMT,entry_missing,2025-11-21,
close_trigger_soft,2025-12-01,ROST,entry,2025-11-28,174.38
close_trigger_soft,2026-03-04,ROST,profit_take,2025-11-28,213.6155
close_trigger_soft,2025-11-28,MNST,entry_missing,2025-11-28,
close_trigger_soft,2025-11-28,WFC,entry_missing,2025-11-28,
close_trigger_soft,2025-12-05,DASH,entry_missing,2025-12-05,
close_trigger_soft,2025-12-22,MU,entry,2025-12-19,276.88
close_trigger_soft,2026-01-02,MU,power_trigger,2025-12-19,308.484
close_trigger_soft,2025-12-22,SCHW,entry,2025-12-19,98.58
close_trigger_soft,2026-02-23,SCHW,stop_loss,2025-12-19,91.18650000000001
close_trigger_soft,2025-12-22,HLT,entry,2025-12-19,292.26
close_trigger_soft,2025-12-26,HUT,entry_missing,2025-12-26,
close_trigger_soft,2025-12-29,HEI,entry,2025-12-26,333.96
close_trigger_soft,2026-02-26,HEI,stop_loss,2025-12-26,308.913
close_trigger_soft,2026-01-02,FTAI,entry_missing,2026-01-02,
close_trigger_soft,2026-01-05,ASML,entry,2026-01-02,1205.43
close_trigger_soft,2026-01-16,ASML,power_trigger,2026-01-02,1361.016
close_trigger_soft,2026-01-09,NU,entry_missing,2026-01-09,
close_trigger_soft,2026-01-12,GH,entry,2026-01-09,113.0
close_trigger_soft,2026-01-12,GH,stop_loss,2026-01-09,104.525
close_trigger_soft,2026-01-16,FE,entry_missing,2026-01-16,
close_trigger_soft,2026-01-16,BKR,entry_missing,2026-01-16,
close_trigger_soft,2026-01-16,SHEL,entry_missing,2026-01-16,
close_trigger_soft,2026-01-26,MTB,entry,2026-01-23,210.87
close_trigger_soft,2026-03-13,MTB,stop_loss,2026-01-23,195.05475
close_trigger_soft,2026-01-23,NU,entry_missing,2026-01-23,
close_trigger_soft,2026-01-30,AAOI,entry_missing,2026-01-30,
close_trigger_soft,2026-01-30,HON,entry_missing,2026-01-30,
close_trigger_soft,2026-01-30,ZM,entry_missing,2026-01-30,
close_trigger_soft,2026-02-13,WULF,entry_missing,2026-02-13,
close_trigger_soft,2026-02-23,FANG,entry,2026-02-20,173.31
close_trigger_soft,2026-08-19,FANG,profit_take,2026-02-20,212.30475
close_trigger_soft,2026-02-20,HEI,repeat_signal_ignored,2026-02-20,
close_trigger_soft,2026-02-20,UAL,entry_missing,2026-02-20,
close_trigger_soft,2026-02-27,TKO,entry_missing,2026-02-27,
close_trigger_soft,2026-03-02,JNJ,entry,2026-02-27,247.77
close_trigger_soft,2026-04-20,JNJ,stop_loss,2026-02-27,229.18725000000003
close_trigger_soft,2026-02-27,EQIX,entry_missing,2026-02-27,
close_trigger_soft,2026-03-06,FIGS,entry_missing,2026-03-06,
close_trigger_soft,2026-03-09,RTX,entry,2026-03-06,210.18
close_trigger_soft,2026-03-23,RTX,stop_loss,2026-03-06,194.4165
close_trigger_soft,2026-03-16,DOCN,entry,2026-03-13,69.36
close_trigger_soft,2026-03-18,DOCN,power_trigger,2026-03-13,79.512
close_trigger_soft,2026-03-13,NYAX,entry_missing,2026-03-13,
close_trigger_soft,2026-03-20,LMND,entry_missing,2026-03-20,
close_trigger_soft,2026-03-30,DELL,entry,2026-03-27,171.95
close_trigger_soft,2026-03-31,DELL,stop_loss,2026-03-27,159.05375
close_trigger_soft,2026-03-27,CASY,entry_missing,2026-03-27,
close_trigger_soft,2026-04-06,PFIS,entry,2026-04-02,53.83
close_trigger_soft,2026-06-26,PFIS,profit_take,2026-04-02,65.94175
close_trigger_soft,2026-04-02,INVA,entry_missing,2026-04-02,
close_trigger_soft,2026-04-06,MRVL,entry,2026-04-02,109.37
close_trigger_soft,2026-04-10,MRVL,power_trigger,2026-04-02,123.24
close_trigger_soft,2026-04-10,DBD,entry_missing,2026-04-10,
close_trigger_soft,2026-04-13,FRAF,entry,2026-04-10,56.14
close_trigger_soft,2026-04-13,HLIO,entry,2026-04-10,70.62
close_trigger_soft,2026-05-04,HLIO,stop_loss,2026-04-10,65.32350000000001
close_trigger_soft,2026-04-20,CVEO,entry,2026-04-17,30.35
close_trigger_soft,2026-04-20,AMLX,entry,2026-04-17,18.16
close_trigger_soft,2026-04-24,AMLX,stop_loss,2026-04-17,16.798000000000002
close_trigger_soft,2026-04-17,ALB,entry_missing,2026-04-17,
close_trigger_soft,2026-04-24,NYAX,entry_missing,2026-04-24,
close_trigger_soft,2026-04-27,BATRA,entry,2026-04-24,53.88
close_trigger_soft,2026-04-27,MCRI,entry,2026-04-24,114.71
close_trigger_soft,2026-05-04,RBB,entry,2026-05-01,24.09
close_trigger_soft,2026-05-01,IRM,entry_missing,2026-05-01,
close_trigger_soft,2026-05-04,NVEC,entry,2026-05-01,87.11
close_trigger_soft,2026-05-04,NVEC,stop_loss,2026-05-01,80.57675
close_trigger_soft,2026-05-08,VVX,entry_missing,2026-05-08,
close_trigger_soft,2026-05-11,HFBL,entry,2026-05-08,20.16
close_trigger_soft,2026-08-20,HFBL,profit_take,2026-05-08,24.696
close_trigger_soft,2026-05-11,FTNT,entry,2026-05-08,112.1
close_trigger_soft,2026-05-29,FTNT,profit_take,2026-05-08,137.3225
close_trigger_soft,2026-05-18,HLIO,entry,2026-05-15,77.34
close_trigger_soft,2026-06-25,HLIO,profit_take,2026-05-15,94.74150000000002
close_trigger_soft,2026-05-18,CVS,entry,2026-05-15,95.11
close_trigger_soft,2026-05-15,VAL,entry_missing,2026-05-15,
close_trigger_soft,2026-05-22,CMPR,entry_missing,2026-05-22,
close_trigger_soft,2026-05-26,ROIV,entry,2026-05-22,29.98
close_trigger_soft,2026-07-09,ROIV,profit_take,2026-05-22,36.725500000000004
close_trigger_soft,2026-05-26,PDLB,entry,2026-05-22,18.8
close_trigger_soft,2026-06-01,FUSB,entry,2026-05-29,15.93
close_trigger_soft,2026-06-01,CSTM,entry,2026-05-29,33.98
close_trigger_soft,2026-06-26,CSTM,stop_loss,2026-05-29,31.4315
close_trigger_soft,2026-05-29,NBIX,entry_missing,2026-05-29,
close_trigger_soft,2026-06-08,TBBB,entry,2026-06-05,39.43
close_trigger_soft,2026-08-13,TBBB,profit_take,2026-06-05,48.301750000000006
close_trigger_soft,2026-06-05,NBIX,entry_missing,2026-06-05,
close_trigger_soft,2026-06-05,MCRI,repeat_signal_ignored,2026-06-05,
close_trigger_soft,2026-06-15,CZWI,entry,2026-06-12,21.61
close_trigger_soft,2026-08-10,CZWI,gap_stop,2026-06-12,19.18
close_trigger_soft,2026-06-15,SLAB,entry,2026-06-12,219.75
close_trigger_soft,2026-06-15,WBS,entry,2026-06-12,74.26
close_trigger_soft,2026-06-22,TER,entry,2026-06-18,456.14
close_trigger_soft,2026-06-23,TER,gap_stop,2026-06-18,410.17
close_trigger_soft,2026-06-22,ADI,entry,2026-06-18,437.75
close_trigger_soft,2026-06-23,ADI,stop_loss,2026-06-18,404.91875000000005
close_trigger_soft,2026-06-18,GEV,entry_missing,2026-06-18,
close_trigger_soft,2026-06-26,EGBN,entry_missing,2026-06-26,
close_trigger_soft,2026-06-29,ETON,entry,2026-06-26,35.66
close_trigger_soft,2026-07-21,ETON,profit_take,2026-06-26,43.6835
close_trigger_soft,2026-06-29,DNTH,entry,2026-06-26,96.05
close_trigger_soft,2026-07-02,DNTH,stop_loss,2026-06-26,88.84625
close_trigger_soft,2026-07-06,BSET,entry,2026-07-02,20.15
close_trigger_soft,2026-07-08,BSET,stop_loss,2026-07-02,18.638749999999998
close_trigger_soft,2026-07-06,NTST,entry,2026-07-02,21.53
close_trigger_soft,2026-08-11,NTST,stop_loss,2026-07-02,19.91525
close_trigger_soft,2026-07-06,SBFG,entry,2026-07-02,24.93
close_trigger_soft,2026-07-10,LASR,entry_missing,2026-07-10,
close_trigger_soft,2026-07-13,RAPP,entry,2026-07-10,41.12
close_trigger_soft,2026-07-13,BSVN,entry,2026-07-10,51.48
close_trigger_soft,2026-07-23,BSVN,stop_loss,2026-07-10,47.619
close_trigger_soft,2026-07-20,GPRE,entry,2026-07-17,19.01
close_trigger_soft,2026-07-20,GPRE,stop_loss,2026-07-17,17.58425
close_trigger_soft,2026-07-17,IRM,entry_missing,2026-07-17,
close_trigger_soft,2026-07-20,SRBK,entry,2026-07-17,19.54
close_trigger_soft,2026-07-27,IMAX,entry,2026-07-24,43.71
close_trigger_soft,2026-08-13,IMAX,profit_take,2026-07-24,53.54475000000001
close_trigger_soft,2026-07-27,EDRY,entry,2026-07-24,23.96
close_trigger_soft,2026-08-06,EDRY,power_trigger,2026-07-24,28.799999999999997
close_trigger_soft,2026-07-27,BLFS,entry,2026-07-24,29.87
close_trigger_soft,2026-08-19,BLFS,profit_take,2026-07-24,36.59075000000001
close_trigger_soft,2026-08-03,SHOO,entry,2026-07-31,47.26
close_trigger_soft,2026-07-31,GSAT,entry_missing,2026-07-31,
close_trigger_soft,2026-08-03,CZFS,entry,2026-07-31,78.3
close_trigger_soft,2026-08-10,CFFI,entry,2026-08-07,86.3
close_trigger_soft,2026-08-10,BVS,entry,2026-08-07,13.89
close_trigger_soft,2026-08-07,MTUS,entry_missing,2026-08-07,
eps_drop,2025-10-27,AAPL,entry,2025-10-24,263.91
eps_drop,2026-01-20,AAPL,stop_loss,2025-10-24,244.11675000000002
eps_drop,2025-10-24,IBM,entry_missing,2025-10-24,
eps_drop,2025-10-31,SOFI,entry_missing,2025-10-31,
eps_drop,2025-11-03,VTR,entry,2025-10-31,71.73
eps_drop,2026-04-30,VTR,profit_take,2025-10-31,87.86925000000001
eps_drop,2025-11-07,COLL,entry_missing,2025-11-07,
eps_drop,2025-11-17,ALL,entry,2025-11-14,211.99
eps_drop,2026-01-13,ALL,stop_loss,2025-11-14,196.09075
eps_drop,2025-11-17,LH,entry,2025-11-14,263.62
eps_drop,2026-01-05,LH,stop_loss,2025-11-14,243.84850000000003
eps_drop,2025-11-14,LYFT,entry_missing,2025-11-14,
eps_drop,2025-11-21,WMT,entry_missing,2025-11-21,
eps_drop,2025-12-01,ROST,entry,2025-11-28,174.38
eps_drop,2026-03-04,ROST,profit_take,2025-11-28,213.6155
eps_drop,2025-11-28,WFC,entry_missing,2025-11-28,
eps_drop,2025-11-28,MNST,entry_missing,2025-11-28,
eps_drop,2025-12-05,DASH,entry_missing,2025-12-05,
eps_drop,2025-12-19,PAC,entry_missing,2025-12-19,
eps_drop,2025-12-22,HLT,entry,2025-12-19,292.26
eps_drop,2025-12-22,SCHW,entry,2025-12-19,98.58
eps_drop,2026-02-23,SCHW,stop_loss,2025-12-19,91.18650000000001
eps_drop,2025-12-29,HEI,entry,2025-12-26,333.96
eps_drop,2026-02-26,HEI,stop_loss,2025-12-26,308.913
eps_drop,2025-12-26,HUT,entry_missing,2025-12-26,
eps_drop,2026-01-02,BIDU,entry_missing,2026-01-02,
eps_drop,2026-01-05,ASML,entry,2026-01-02,1205.43
eps_drop,2026-01-16,ASML,power_trigger,2026-01-02,1361.016
eps_drop,2026-01-09,NU,entry_missing,2026-01-09,
eps_drop,2026-01-12,GH,entry,2026-01-09,113.0
eps_drop,2026-01-12,GH,stop_loss,2026-01-09,104.525
eps_drop,2026-01-16,FE,entry_missing,2026-01-16,
eps_drop,2026-01-16,BKR,entry_missing,2026-01-16,
eps_drop,2026-01-16,SHEL,entry_missing,2026-01-16,
eps_drop,2026-01-26,MTB,entry,2026-01-23,210.87
eps_drop,2026-03-13,MTB,stop_loss,2026-01-23,195.05475
eps_drop,2026-01-23,NU,entry_missing,2026-01-23,
eps_drop,2026-01-30,AAOI,entry_missing,2026-01-30,
eps_drop,2026-02-02,AAPL,entry,2026-01-30,259.32
eps_drop,2026-07-13,AAPL,profit_take,2026-01-30,317.66700000000003
eps_drop,2026-01-30,HON,entry_missing,2026-01-30,
eps_drop,2026-02-13,WULF,entry_missing,2026-02-13,
eps_drop,2026-02-23,FANG,entry,2026-02-20,173.31
eps_drop,2026-08-19,FANG,profit_take,2026-02-20,212.30475
eps_drop,2026-02-20,HEI,repeat_signal_ignored,2026-02-20,
eps_drop,2026-02-20,UAL,entry_missing,2026-02-20,
eps_drop,2026-02-27,EQIX,entry_missing,2026-02-27,
eps_drop,2026-02-27,TKO,entry_missing,2026-02-27,
eps_drop,2026-03-02,JNJ,entry,2026-02-27,247.77
eps_drop,2026-04-20,JNJ,stop_loss,2026-02-27,229.18725000000003
eps_drop,2026-03-06,FIGS,entry_missing,2026-03-06,
eps_drop,2026-03-09,RTX,entry,2026-03-06,210.18
eps_drop,2026-03-23,RTX,stop_loss,2026-03-06,194.4165
eps_drop,2026-03-13,NYAX,entry_missing,2026-03-13,
eps_drop,2026-03-16,DOCN,entry,2026-03-13,69.36
eps_drop,2026-03-18,DOCN,power_trigger,2026-03-13,79.512
eps_drop,2026-03-20,LMND,entry_missing,2026-03-20,
eps_drop,2026-03-30,DELL,entry,2026-03-27,171.95
eps_drop,2026-03-31,DELL,stop_loss,2026-03-27,159.05375
eps_drop,2026-03-27,CASY,entry_missing,2026-03-27,
eps_drop,2026-04-06,PFIS,entry,2026-04-02,53.83
eps_drop,2026-06-26,PFIS,profit_take,2026-04-02,65.94175
eps_drop,2026-04-02,INVA,entry_missing,2026-04-02,
eps_drop,2026-04-06,MRVL,entry,2026-04-02,109.37
eps_drop,2026-04-10,MRVL,power_trigger,2026-04-02,123.24
eps_drop,2026-04-10,SPIR,entry_missing,2026-04-10,
eps_drop,2026-04-13,FRAF,entry,2026-04-10,56.14
eps_drop,2026-04-13,HLIO,entry,2026-04-10,70.62
eps_drop,2026-05-04,HLIO,stop_loss,2026-04-10,65.32350000000001
eps_drop,2026-04-20,CVEO,entry,2026-04-17,30.35
eps_drop,2026-04-20,AMLX,entry,2026-04-17,18.16
eps_drop,2026-04-24,AMLX,stop_loss,2026-04-17,16.798000000000002
eps_drop,2026-04-17,ALB,entry_missing,2026-04-17,
eps_drop,2026-04-24,NYAX,entry_missing,2026-04-24,
eps_drop,2026-04-27,MCRI,entry,2026-04-24,114.71
eps_drop,2026-04-27,AZZ,entry,2026-04-24,144.22
eps_drop,2026-06-01,AZZ,stop_loss,2026-04-24,133.4035
eps_drop,2026-05-04,RBB,entry,2026-05-01,24.09
eps_drop,2026-05-04,PHVS,entry,2026-05-01,29.03
eps_drop,2026-06-30,PHVS,profit_take,2026-05-01,35.56175
eps_drop,2026-05-04,NVEC,entry,2026-05-01,87.11
eps_drop,2026-05-04,NVEC,stop_loss,2026-05-01,80.57675
eps_drop,2026-05-11,HWBK,entry,2026-05-08,36.47
eps_drop,2026-05-11,HFBL,entry,2026-05-08,20.16
eps_drop,2026-08-20,HFBL,profit_take,2026-05-08,24.696
eps_drop,2026-05-11,LIND,entry,2026-05-08,20.73
eps_drop,2026-05-11,LIND,stop_loss,2026-05-08,19.175250000000002
eps_drop,2026-05-18,HLIO,entry,2026-05-15,77.34
eps_drop,2026-06-25,HLIO,profit_take,2026-05-15,94.74150000000002
eps_drop,2026-05-18,CVS,entry,2026-05-15,95.11
eps_drop,2026-05-15,VAL,entry_missing,2026-05-15,
eps_drop,2026-05-26,ROIV,entry,2026-05-22,29.98
eps_drop,2026-07-09,ROIV,profit_take,2026-05-22,36.725500000000004
eps_drop,2026-05-22,CMPR,entry_missing,2026-05-22,
eps_drop,2026-05-26,PDLB,entry,2026-05-22,18.8
eps_drop,2026-06-01,FUSB,entry,2026-05-29,15.93
eps_drop,2026-06-01,ATLC,entry,2026-05-29,85.3
eps_drop,2026-06-03,ATLC,stop_loss,2026-05-29,78.9025
eps_drop,2026-06-01,CSTM,entry,2026-05-29,33.98
eps_drop,2026-06-26,CSTM,stop_loss,2026-05-29,31.4315
eps_drop,2026-06-08,TBBB,entry,2026-06-05,39.43
eps_drop,2026-08-13,TBBB,profit_take,2026-06-05,48.301750000000006
eps_drop,2026-06-08,FCCO,entry,2026-06-05,31.26
eps_drop,2026-06-05,MCRI,repeat_signal_ignored,2026-06-05,
eps_drop,2026-06-15,CZWI,entry,2026-06-12,21.61
eps_drop,2026-08-10,CZWI,gap_stop,2026-06-12,19.18
eps_drop,2026-06-15,WBS,entry,2026-06-12,74.26
eps_drop,2026-06-15,SLAB,entry,2026-06-12,219.75
eps_drop,2026-06-22,TER,entry,2026-06-18,456.14
eps_drop,2026-06-23,TER,gap_stop,2026-06-18,410.17
eps_drop,2026-06-22,ADI,entry,2026-06-18,437.75
eps_drop,2026-06-23,ADI,stop_loss,2026-06-18,404.91875000000005
eps_drop,2026-06-18,LION,entry_missing,2026-06-18,
eps_drop,2026-06-29,NWFL,entry,2026-06-26,32.04
eps_drop,2026-06-29,DNTH,entry,2026-06-26,96.05
eps_drop,2026-07-02,DNTH,stop_loss,2026-06-26,88.84625
eps_drop,2026-06-26,WSR,entry_missing,2026-06-26,
eps_drop,2026-07-06,BSET,entry,2026-07-02,20.15
eps_drop,2026-07-08,BSET,stop_loss,2026-07-02,18.638749999999998
eps_drop,2026-07-06,MATX,entry,2026-07-02,203.94
eps_drop,2026-07-06,IDA,entry,2026-07-02,153.36
eps_drop,2026-07-30,IDA,stop_loss,2026-07-02,141.85800000000003
eps_drop,2026-07-13,PHVS,entry,2026-07-10,34.82
eps_drop,2026-07-31,PHVS,stop_loss,2026-07-10,32.2085
eps_drop,2026-07-10,LASR,entry_missing,2026-07-10,
eps_drop,2026-07-13,BSVN,entry,2026-07-10,51.48
eps_drop,2026-07-23,BSVN,stop_loss,2026-07-10,47.619
eps_drop,2026-07-20,GPRE,entry,2026-07-17,19.01
eps_drop,2026-07-20,GPRE,stop_loss,2026-07-17,17.58425
eps_drop,2026-07-20,LQDT,entry,2026-07-17,39.57
eps_drop,2026-07-20,LCNB,entry,2026-07-17,19.15
eps_drop,2026-07-27,EDRY,entry,2026-07-24,23.96
eps_drop,2026-08-06,EDRY,power_trigger,2026-07-24,28.799999999999997
eps_drop,2026-07-27,BLFS,entry,2026-07-24,29.87
eps_drop,2026-08-19,BLFS,profit_take,2026-07-24,36.59075000000001
eps_drop,2026-07-27,IMAX,entry,2026-07-24,43.71
eps_drop,2026-08-13,IMAX,profit_take,2026-07-24,53.54475000000001
eps_drop,2026-07-31,GSAT,entry_missing,2026-07-31,
eps_drop,2026-07-31,NBBK,entry_missing,2026-07-31,
eps_drop,2026-08-03,SHOO,entry,2026-07-31,47.26
eps_drop,2026-08-10,CFFI,entry,2026-08-07,86.3
eps_drop,2026-08-10,BVS,entry,2026-08-07,13.89
eps_drop,2026-08-07,MTUS,entry_missing,2026-08-07,
eps_known_hard,2025-10-27,AAPL,entry,2025-10-24,263.91
eps_known_hard,2026-01-20,AAPL,stop_loss,2025-10-24,244.11675000000002
eps_known_hard,2025-10-24,IBM,entry_missing,2025-10-24,
eps_known_hard,2025-10-31,SOFI,entry_missing,2025-10-31,
eps_known_hard,2025-11-03,VTR,entry,2025-10-31,71.73
eps_known_hard,2026-04-30,VTR,profit_take,2025-10-31,87.86925000000001
eps_known_hard,2025-11-07,COLL,entry_missing,2025-11-07,
eps_known_hard,2025-11-17,ALL,entry,2025-11-14,211.99
eps_known_hard,2026-01-13,ALL,stop_loss,2025-11-14,196.09075
eps_known_hard,2025-11-17,LH,entry,2025-11-14,263.62
eps_known_hard,2026-01-05,LH,stop_loss,2025-11-14,243.84850000000003
eps_known_hard,2025-11-14,LYFT,entry_missing,2025-11-14,
eps_known_hard,2025-11-21,WMT,entry_missing,2025-11-21,
eps_known_hard,2025-12-01,ROST,entry,2025-11-28,174.38
eps_known_hard,2026-03-04,ROST,profit_take,2025-11-28,213.6155
eps_known_hard,2025-11-28,WFC,entry_missing,2025-11-28,
eps_known_hard,2025-11-28,MNST,entry_missing,2025-11-28,
eps_known_hard,2025-12-05,DASH,entry_missing,2025-12-05,
eps_known_hard,2025-12-22,HLT,entry,2025-12-19,292.26
eps_known_hard,2025-12-22,SCHW,entry,2025-12-19,98.58
eps_known_hard,2026-02-23,SCHW,stop_loss,2025-12-19,91.18650000000001
eps_known_hard,2025-12-22,MU,entry,2025-12-19,276.88
eps_known_hard,2026-01-02,MU,power_trigger,2025-12-19,308.484
eps_known_hard,2025-12-29,HEI,entry,2025-12-26,333.96
eps_known_hard,2026-02-26,HEI,stop_loss,2025-12-26,308.913
eps_known_hard,2025-12-26,HUT,entry_missing,2025-12-26,
eps_known_hard,2026-01-02,FTAI,entry_missing,2026-01-02,
eps_known_hard,2026-01-12,GH,entry,2026-01-09,113.0
eps_known_hard,2026-01-12,GH,stop_loss,2026-01-09,104.525
eps_known_hard,2026-01-16,FE,entry_missing,2026-01-16,
eps_known_hard,2026-01-16,BKR,entry_missing,2026-01-16,
eps_known_hard,2026-01-26,MTB,entry,2026-01-23,210.87
eps_known_hard,2026-03-13,MTB,stop_loss,2026-01-23,195.05475
eps_known_hard,2026-01-23,MDT,entry_missing,2026-01-23,
eps_known_hard,2026-01-30,AAOI,entry_missing,2026-01-30,
eps_known_hard,2026-02-02,AAPL,entry,2026-01-30,259.32
eps_known_hard,2026-07-13,AAPL,profit_take,2026-01-30,317.66700000000003
eps_known_hard,2026-01-30,HON,entry_missing,2026-01-30,
eps_known_hard,2026-02-13,WULF,entry_missing,2026-02-13,
eps_known_hard,2026-02-23,FANG,entry,2026-02-20,173.31
eps_known_hard,2026-08-19,FANG,profit_take,2026-02-20,212.30475
eps_known_hard,2026-02-20,HEI,repeat_signal_ignored,2026-02-20,
eps_known_hard,2026-02-20,UAL,entry_missing,2026-02-20,
eps_known_hard,2026-02-27,EQIX,entry_missing,2026-02-27,
eps_known_hard,2026-02-27,TKO,entry_missing,2026-02-27,
eps_known_hard,2026-03-02,JNJ,entry,2026-02-27,247.77
eps_known_hard,2026-04-20,JNJ,stop_loss,2026-02-27,229.18725000000003
eps_known_hard,2026-03-06,FIGS,entry_missing,2026-03-06,
eps_known_hard,2026-03-09,RTX,entry,2026-03-06,210.18
eps_known_hard,2026-03-23,RTX,stop_loss,2026-03-06,194.4165
eps_known_hard,2026-03-16,DOCN,entry,2026-03-13,69.36
eps_known_hard,2026-03-18,DOCN,power_trigger,2026-03-13,79.512
eps_known_hard,2026-03-20,LMND,entry_missing,2026-03-20,
eps_known_hard,2026-03-30,DELL,entry,2026-03-27,171.95
eps_known_hard,2026-03-31,DELL,stop_loss,2026-03-27,159.05375
eps_known_hard,2026-03-27,CASY,entry_missing,2026-03-27,
eps_known_hard,2026-04-06,PFIS,entry,2026-04-02,53.83
eps_known_hard,2026-06-26,PFIS,profit_take,2026-04-02,65.94175
eps_known_hard,2026-04-02,INVA,entry_missing,2026-04-02,
eps_known_hard,2026-04-06,MRVL,entry,2026-04-02,109.37
eps_known_hard,2026-04-10,MRVL,power_trigger,2026-04-02,123.24
eps_known_hard,2026-04-10,SPIR,entry_missing,2026-04-10,
eps_known_hard,2026-04-13,FRAF,entry,2026-04-10,56.14
eps_known_hard,2026-04-13,HLIO,entry,2026-04-10,70.62
eps_known_hard,2026-05-04,HLIO,stop_loss,2026-04-10,65.32350000000001
eps_known_hard,2026-04-20,CVEO,entry,2026-04-17,30.35
eps_known_hard,2026-04-20,AMLX,entry,2026-04-17,18.16
eps_known_hard,2026-04-24,AMLX,stop_loss,2026-04-17,16.798000000000002
eps_known_hard,2026-04-17,ALB,entry_missing,2026-04-17,
eps_known_hard,2026-04-27,MCRI,entry,2026-04-24,114.71
eps_known_hard,2026-04-27,AZZ,entry,2026-04-24,144.22
eps_known_hard,2026-06-01,AZZ,stop_loss,2026-04-24,133.4035
eps_known_hard,2026-04-27,UNP,entry,2026-04-24,268.06
eps_known_hard,2026-05-04,RBB,entry,2026-05-01,24.09
eps_known_hard,2026-05-04,NVEC,entry,2026-05-01,87.11
eps_known_hard,2026-05-04,NVEC,stop_loss,2026-05-01,80.57675
eps_known_hard,2026-05-01,IRM,entry_missing,2026-05-01,
eps_known_hard,2026-05-11,HWBK,entry,2026-05-08,36.47
eps_known_hard,2026-05-11,HFBL,entry,2026-05-08,20.16
eps_known_hard,2026-08-20,HFBL,profit_take,2026-05-08,24.696
eps_known_hard,2026-05-11,LINC,entry,2026-05-08,44.7
eps_known_hard,2026-05-11,LINC,power_trigger,2026-05-08,51.384
eps_known_hard,2026-07-20,LINC,stop_loss,2026-05-08,41.347500000000004
eps_known_hard,2026-05-18,HLIO,entry,2026-05-15,77.34
eps_known_hard,2026-06-25,HLIO,profit_take,2026-05-15,94.74150000000002
eps_known_hard,2026-05-18,CVS,entry,2026-05-15,95.11
eps_known_hard,2026-05-15,VAL,entry_missing,2026-05-15,
eps_known_hard,2026-05-26,ROIV,entry,2026-05-22,29.98
eps_known_hard,2026-07-09,ROIV,profit_take,2026-05-22,36.725500000000004
eps_known_hard,2026-05-22,CMPR,entry_missing,2026-05-22,
eps_known_hard,2026-05-26,PDLB,entry,2026-05-22,18.8
eps_known_hard,2026-06-01,FUSB,entry,2026-05-29,15.93
eps_known_hard,2026-06-01,ATLC,entry,2026-05-29,85.3
eps_known_hard,2026-06-03,ATLC,stop_loss,2026-05-29,78.9025
eps_known_hard,2026-06-01,CSTM,entry,2026-05-29,33.98
eps_known_hard,2026-06-26,CSTM,stop_loss,2026-05-29,31.4315
eps_known_hard,2026-06-08,TBBB,entry,2026-06-05,39.43
eps_known_hard,2026-08-13,TBBB,profit_take,2026-06-05,48.301750000000006
eps_known_hard,2026-06-08,FCCO,entry,2026-06-05,31.26
eps_known_hard,2026-06-05,MCRI,repeat_signal_ignored,2026-06-05,
eps_known_hard,2026-06-15,CZWI,entry,2026-06-12,21.61
eps_known_hard,2026-08-10,CZWI,gap_stop,2026-06-12,19.18
eps_known_hard,2026-06-15,WBS,entry,2026-06-12,74.26
eps_known_hard,2026-06-15,SLAB,entry,2026-06-12,219.75
eps_known_hard,2026-06-22,TER,entry,2026-06-18,456.14
eps_known_hard,2026-06-23,TER,gap_stop,2026-06-18,410.17
eps_known_hard,2026-06-22,ADI,entry,2026-06-18,437.75
eps_known_hard,2026-06-23,ADI,stop_loss,2026-06-18,404.91875000000005
eps_known_hard,2026-06-18,LION,entry_missing,2026-06-18,
eps_known_hard,2026-06-29,NWFL,entry,2026-06-26,32.04
eps_known_hard,2026-06-29,DNTH,entry,2026-06-26,96.05
eps_known_hard,2026-07-02,DNTH,stop_loss,2026-06-26,88.84625
eps_known_hard,2026-06-29,DGII,entry,2026-06-26,70.89
eps_known_hard,2026-07-13,DGII,stop_loss,2026-06-26,65.57325
eps_known_hard,2026-07-06,BSET,entry,2026-07-02,20.15
eps_known_hard,2026-07-08,BSET,stop_loss,2026-07-02,18.638749999999998
eps_known_hard,2026-07-06,MATX,entry,2026-07-02,203.94
eps_known_hard,2026-07-06,IDA,entry,2026-07-02,153.36
eps_known_hard,2026-07-30,IDA,stop_loss,2026-07-02,141.85800000000003
eps_known_hard,2026-07-10,LASR,entry_missing,2026-07-10,
eps_known_hard,2026-07-13,BSVN,entry,2026-07-10,51.48
eps_known_hard,2026-07-23,BSVN,stop_loss,2026-07-10,47.619
eps_known_hard,2026-07-13,RAPP,entry,2026-07-10,41.12
eps_known_hard,2026-07-20,GPRE,entry,2026-07-17,19.01
eps_known_hard,2026-07-20,GPRE,stop_loss,2026-07-17,17.58425
eps_known_hard,2026-07-20,LQDT,entry,2026-07-17,39.57
eps_known_hard,2026-07-20,LCNB,entry,2026-07-17,19.15
eps_known_hard,2026-07-27,IMAX,entry,2026-07-24,43.71
eps_known_hard,2026-08-13,IMAX,profit_take,2026-07-24,53.54475000000001
eps_known_hard,2026-07-27,CCBG,entry,2026-07-24,52.01
eps_known_hard,2026-07-27,ALOT,entry,2026-07-24,28.85
