code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source
SPIR,2026-04-10,True,ceiling_breakout,,ceiling,21.3,ceiling_breakout,,1.0,2026-04-10,21.3,21.3,6.768676828498409,0.0122065727699529,1.0,0.0909090909090902,ceiling,,21.56,1.22,ACTIONABLE,5.109620558509152,0.0,2026-04-06,1.2,0,0,21.3,2025-02-03,-69.0,5,61,69.0,4.0144927536231885,11.0,0,,,,True,True,-22.0,21.56,0.0,Unknown,Unknown,SEC
NBIS,2026-04-10,True,ceiling_breakout,,ceiling,132.15,ceiling_breakout,,1.0,2026-04-10,134.88,132.15,1.6143125121451043,0.0970109723798713,0.6753681392235612,0.8580990629183397,ceiling,,144.97,9.7,EXTENDED,1.423131409812277,0.0,2026-04-06,9.7,0,0,132.15,2025-10-27,-44.4,2,23,44.4,4.0,12.0,0,,,,True,True,,149.82,-3.237217994927244,Technology Services,Packaged Software,
TTMI,2026-04-10,True,pivot,True,pivot,110.29,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 110.29, ""resistance_date"": ""2026-04-06""}, {""box_type"": ""S_BOX"", ""price"": 110.29, ""resistance_date"": ""2026-04-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,121.49,10.16,UNCONFIRMED,1.1599412701227578,313.7,2025-05-12,348.6,5,2,27.08,2025-02-10,-41.8,1,13,41.8,3.992753623188406,13.0,9,8.0,-22.1,10.2,True,False,257.1428571429,123.16,-1.3559597271841528,Electronic Technology,Electronic Components,SEC
MKSI,2026-04-10,True,pivot,False,pivot,265.82,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 265.82, ""resistance_date"": ""2026-04-06""}, {""box_type"": ""S_BOX"", ""price"": 265.82, ""resistance_date"": ""2026-04-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,268.77,1.11,UNCONFIRMED,0.7726819150568427,72.3,2025-11-24,84.7,2,1,145.49,2024-07-08,-62.6,4,72,62.6,3.9565217391304346,14.0,2,9.0,-24.6,1.1,True,False,19.5652173913,272.71,-1.4447581680173016,Producer Manufacturing,Industrial Machinery,SEC
HLIO,2026-04-10,True,ceiling_breakout,,ceiling,70.68,ceiling_breakout,,1.0,2026-04-09,70.68,70.68,1.592695559647192,0.0241935483870967,0.8176638176638178,0.4871794871794846,ceiling,,71.13,0.64,ACTIONABLE,1.5830218061314325,0.0,2026-04-06,0.6,0,0,70.68,2023-02-27,-65.2,9,162,65.2,3.8405797101449273,15.0,0,,,,True,True,-8.8235294118,76.47,-6.983130639466461,Producer Manufacturing,Industrial Machinery,SEC
AMAT,2026-04-10,True,pivot,True,pivot,376.64,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 362.0, ""resistance_date"": ""2026-04-06""}, {""box_type"": ""M_BOX"", ""price"": 376.64, ""resistance_date"": ""2026-04-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,399.49,6.07,UNCONFIRMED,0.8925727200615274,49.2,2025-12-01,58.6,2,1,251.96,2024-07-08,-51.3,4,73,51.3,3.8260869565217392,16.0,3,8.0,-15.9,6.1,True,False,75.1724137931,407.29,-1.9150973507820024,Producer Manufacturing,Industrial Machinery,SEC
AEIS,2026-04-10,True,pivot,True,pivot,347.18,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 347.18, ""resistance_date"": ""2026-04-06""}, {""box_type"": ""S_BOX"", ""price"": 347.18, ""resistance_date"": ""2026-04-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,379.64,9.35,UNCONFIRMED,0.8694117215068526,187.3,2025-06-23,188.2,6,1,131.75,2025-02-17,-43.2,1,18,43.2,3.768115942028986,17.0,8,7.0,-19.4,9.3,True,False,400.0,385.97,-1.6400238360494424,Electronic Technology,Electronic Production Equipment,SEC
LSCC,2026-04-10,True,pivot,True,pivot,99.6,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 99.6, ""resistance_date"": ""2026-04-06""}, {""box_type"": ""S_BOX"", ""price"": 99.6, ""resistance_date"": ""2026-04-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,106.1,6.53,UNCONFIRMED,0.8068093335964427,34.6,2025-12-01,50.4,3,1,70.55,2025-02-17,-50.8,2,41,50.8,3.601449275362319,18.0,3,8.0,-16.5,6.5,True,False,-60.0,109.41,-3.0253176126496695,Electronic Technology,Semiconductors,SEC
ASML,2026-04-10,True,pivot,False,pivot,1407.54,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 1407.54, ""resistance_date"": ""2026-04-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,1478.28,5.03,UNCONFIRMED,1.225193440013583,27.2,2025-12-29,35.2,1,0,1093.56,2024-07-08,-47.6,3,77,47.6,3.58695652173913,19.0,2,8.0,-16.1,-0.6,True,False,,1547.22,-4.455733509132509,Electronic Technology,Semiconductors,
CMC,2026-04-10,True,ceiling_breakout,,ceiling,61.72,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,65.79,6.59,UNCONFIRMED,1.0794938787070385,0.0,2026-04-06,6.6,0,0,61.72,2024-07-22,-39.5,5,89,39.5,3.5652173913043477,20.0,0,,,,True,False,277.2727272727,84.6,-22.23404255319148,Unknown,Unknown,SEC
WULF,2026-04-10,True,ceiling_breakout,,ceiling,16.13,ceiling_breakout,,1.0,2026-04-08,17.64,16.13,1.6487914266673085,0.1190328580285184,0.8014184397163133,1.3617021276595789,ceiling,,18.87,16.99,EXTENDED,1.2955639489120716,0.0,2026-04-06,17.0,0,0,16.13,2025-11-24,-31.0,2,19,31.0,3.4963768115942027,21.0,0,,,,True,False,-1783.3333333333,20.21,-6.630380999505192,Unknown,Unknown,SEC
GLW,2026-04-10,True,pivot,False,pivot,161.8,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 161.8, ""resistance_date"": ""2026-04-06""}, {""box_type"": ""S_BOX"", ""price"": 161.8, ""resistance_date"": ""2026-04-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,171.24,5.83,UNCONFIRMED,1.0388045141512947,220.0,2025-07-14,220.6,4,2,53.41,2025-01-20,-31.2,1,25,31.2,3.38768115942029,22.0,7,7.0,-25.8,5.8,True,False,457.1428571429,176.75,-3.117397454031112,Electronic Technology,Electronic Components,SEC
CAT,2026-04-10,True,pivot,True,pivot,789.81,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 789.81, ""resistance_date"": ""2026-04-06""}, {""box_type"": ""S_BOX"", ""price"": 789.81, ""resistance_date"": ""2026-04-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,790.66,0.11,UNCONFIRMED,0.8430081709454985,92.8,2025-07-14,96.4,3,1,402.55,2025-01-20,-34.5,1,25,34.5,3.3115942028985508,23.0,9,9.0,-16.1,0.1,True,False,-3.557312253,797.85,-0.901171899479858,Producer Manufacturing,Trucks/Construction/Farm Machinery,SEC
MYE,2026-04-10,True,ceiling_breakout,,ceiling,22.29,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,22.35,0.27,UNCONFIRMED,0.6998269872084494,0.0,2026-04-06,0.3,0,0,22.29,2023-01-09,-60.6,12,169,60.6,3.2971014492753628,24.0,0,,,,True,False,165.5172413793,23.88,-6.407035175879383,Producer Manufacturing,Miscellaneous Manufacturing,SEC
KEYS,2026-04-10,True,pivot,False,pivot,311.81,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 311.81, ""resistance_date"": ""2026-04-06""}, {""box_type"": ""S_BOX"", ""price"": 311.81, ""resistance_date"": ""2026-04-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,324.18,3.97,UNCONFIRMED,0.7878913096648995,63.8,2025-11-24,71.2,3,2,189.32,2023-02-13,-37.4,13,145,37.4,3.289855072463768,25.0,3,7.0,-15.1,4.0,True,False,68.0412371134,325.55,-0.4208262939640605,Electronic Technology,Electronic Equipment/Instruments,SEC
UI,2026-04-10,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,851.55,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-04-06"", ""ma10_prior_week"": 730.352, ""pending_high"": 851.55, ""touch_date"": ""2026-03-30""}",0.0,,,,,,,,,daily_volume_not_confirmed,925.7,8.71,UNCONFIRMED,1.026561890876481,10.1,2026-03-30,16.5,1,0,794.26,2025-10-27,-36.5,1,22,36.5,3.289855072463768,26.0,0,,,,True,False,70.796460177,931.6,-0.6333190210390693,Unknown,Unknown,SEC
MRVL,2026-04-10,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,107.79,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-04-06"", ""ma10_prior_week"": 86.589, ""pending_high"": 107.79, ""touch_date"": ""2026-03-30""}",1.0,2026-04-08,113.94,107.79,1.5301173263623131,0.0612301697745616,0.7677543186180431,1.2667946257197702,ma10_touch_confirm,,128.49,19.2,EXTENDED,1.7784356090165507,20.0,2026-03-30,25.2,1,0,102.64,2025-12-01,-31.2,1,17,31.2,3.242753623188406,27.0,0,,,,True,True,382.0512820513,129.84,-1.0397412199630307,Electronic Technology,Semiconductors,SEC
HUT,2026-04-10,True,ceiling_breakout,,ceiling,62.68,ceiling_breakout,,1.0,2026-04-09,62.68,62.68,1.729184494160826,0.0118059987236758,0.4395099540581936,0.1133231240428793,ceiling,,66.08,5.42,EXTENDED,1.5690705796178386,0.0,2026-04-06,5.4,0,0,62.68,2026-01-05,-32.9,1,13,32.9,3.2028985507246377,28.0,0,,,,True,True,4200.0,68.66,-3.757646373434309,Technology Services,Data Processing Services,SEC
VALE,2026-04-10,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,16.22,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-04-06"", ""ma10_prior_week"": 15.783, ""pending_high"": 16.22, ""touch_date"": ""2026-03-30""}",0.0,,,,,,,,,daily_volume_not_confirmed,16.96,4.56,UNCONFIRMED,0.9771045788167708,28.2,2025-12-22,30.5,1,0,13.0,2023-12-25,-43.1,7,104,43.1,3.1594202898550723,29.0,2,7.0,-20.5,-3.6,True,False,,17.72,-4.288939051918728,Unknown,Unknown,
C,2026-04-10,True,pivot,False,pivot,122.33,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 122.33, ""resistance_date"": ""2026-04-06""}, {""box_type"": ""S_BOX"", ""price"": 122.33, ""resistance_date"": ""2026-04-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,124.39,1.68,UNCONFIRMED,0.8614214954219874,50.0,2025-06-23,50.7,6,2,82.52,2025-02-10,-34.4,1,19,34.4,3.115942028985507,30.0,7,10.0,-16.6,1.7,True,False,23.178807947,125.48,-0.8686643289767315,Finance,Major Banks,SEC
AU,2026-04-10,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,105.19,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-04-06"", ""ma10_prior_week"": 100.808, ""pending_high"": 105.19, ""touch_date"": ""2026-03-30""}",0.0,,,,,,,,,daily_volume_not_confirmed,109.25,3.86,UNCONFIRMED,0.8862350497199504,270.7,2025-03-03,271.3,8,1,29.42,2024-08-12,-28.6,2,29,28.6,3.108695652173913,31.0,11,7.0,-36.7,-13.6,True,False,,127.01,-13.9831509329974,Unknown,Unknown,
AROW,2026-04-10,True,pivot,,pivot,34.23,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 34.23, ""resistance_date"": ""2026-04-06""}, {""box_type"": ""M_BOX"", ""price"": 36.13, ""resistance_date"": ""2026-04-06""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 34.23, ""resistance_date"": ""2026-04-06""}}",1.0,2026-04-08,35.35,34.23,1.5092895710216403,0.0476190476190476,0.9404761904761936,1.940476190476202,pivot,,36.43,6.43,EXTENDED,1.5207955477779995,10.3,2026-03-23,10.5,1,0,32.96,2024-11-11,-33.7,6,71,33.7,3.0905797101449277,32.0,0,,,,True,True,45.2830188679,36.5,-0.1917808219178085,Finance,Major Banks,SEC
XPO,2026-04-10,True,pivot,True,pivot,212.41,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 212.41, ""resistance_date"": ""2026-04-06""}, {""box_type"": ""S_BOX"", ""price"": 212.41, ""resistance_date"": ""2026-04-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,212.74,0.16,UNCONFIRMED,0.7035103943639126,4.5,2026-02-02,33.4,2,1,159.43,2024-12-09,-46.6,5,60,46.6,3.079710144927536,33.0,2,7.0,-16.4,0.2,True,False,-13.9240506329,220.5,-3.519274376417225,Transportation,Trucking,SEC
CTRI,2026-04-10,True,pivot,False,pivot,32.38,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 32.38, ""resistance_date"": ""2026-04-06""}, {""box_type"": ""S_BOX"", ""price"": 32.38, ""resistance_date"": ""2026-04-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,33.69,4.05,UNCONFIRMED,0.7608772139535774,31.7,2025-12-01,37.0,2,1,24.6,2025-01-20,-41.3,3,45,41.3,3.072463768115942,34.0,3,8.0,-14.7,4.0,True,False,150.0,33.73,-0.1185887933590201,Unknown,Unknown,SEC
SSRM,2026-04-10,True,pivot,,pivot,32.6,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 32.6, ""resistance_date"": ""2026-04-06""}, {""box_type"": ""S_BOX"", ""price"": 32.6, ""resistance_date"": ""2026-04-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,33.13,1.63,UNCONFIRMED,1.2963748975089815,25.3,2026-03-23,36.7,1,0,24.23,2025-09-22,-24.9,3,26,24.9,3.0072463768115942,35.0,0,,,,True,False,520.0,36.52,-9.282584884994527,Non-Energy Minerals,Precious Metals,SEC
ACLS,2026-04-10,True,ceiling_breakout,,ceiling,102.93,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,110.37,7.23,UNCONFIRMED,0.8295684223802497,0.0,2026-04-06,7.2,0,0,102.93,2025-09-22,-28.5,2,28,28.5,2.739130434782609,36.0,0,,,,True,False,-44.2953020134,112.82,-2.1716007800035353,Producer Manufacturing,Industrial Machinery,SEC
TCBI,2026-04-10,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,97.04,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-04-06"", ""ma10_prior_week"": 97.442, ""pending_high"": 97.04, ""touch_date"": ""2026-03-30""}",0.0,,,,,,,,,daily_volume_not_confirmed,100.79,3.86,UNCONFIRMED,0.8027846207455221,5.0,2026-03-30,6.5,1,0,94.61,2024-11-25,-37.2,4,70,37.2,2.72463768115942,37.0,0,,,,True,False,254.609929078,108.92,-7.46419390378259,Finance,Major Banks,SEC
GEF,2026-04-10,True,ceiling_breakout,,ceiling,68.81,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,70.07,1.83,UNCONFIRMED,0.9671840053028856,0.0,2026-04-06,1.8,0,0,68.81,2023-07-31,-32.2,10,140,32.2,2.681159420289855,38.0,0,,,,True,False,,76.5,-8.405228758169947,Process Industries,Containers/Packaging,
BWFG,2026-04-10,True,pivot,True,pivot,51.22,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 51.22, ""resistance_date"": ""2026-04-06""}, {""box_type"": ""S_BOX"", ""price"": 51.22, ""resistance_date"": ""2026-04-06""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 51.22, ""resistance_date"": ""2026-04-06""}}",1.0,2026-04-08,52.18,51.22,1.7518028846153846,0.0179617336977744,0.470149253731344,0.686567164179104,pivot,,52.9,3.28,ACTIONABLE,1.8236253306472392,56.6,2025-04-28,62.5,5,3,32.55,2024-11-18,-20.5,2,23,20.5,2.608695652173913,39.0,9,10.0,-12.3,3.3,True,True,429.1666666667,53.58,-1.269130272489738,Finance,Regional Banks,SEC
GNRC,2026-04-10,True,ceiling_breakout,,ceiling,203.25,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,207.03,1.86,UNCONFIRMED,0.5780648856211147,0.0,2026-04-06,1.9,0,0,203.25,2025-08-11,-33.7,4,34,33.7,2.583333333333333,40.0,0,,,,True,False,-40.7407407407,241.09,-14.127504251524323,Producer Manufacturing,Electrical Products,SEC
MTB,2026-04-10,True,ceiling_breakout,,ceiling,212.2,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,219.92,3.64,UNCONFIRMED,0.8328661418124413,0.0,2026-04-06,3.6,0,0,212.2,2024-11-18,-31.0,6,72,31.0,2.532608695652174,41.0,0,,,,True,False,19.9004975124,237.35,-7.343585422372023,Finance,Regional Banks,SEC
PFG,2026-04-10,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,91.26,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-04-06"", ""ma10_prior_week"": 90.809, ""pending_high"": 91.26, ""touch_date"": ""2026-03-30""}",0.0,,,,,,,,,daily_volume_not_confirmed,91.8,0.59,UNCONFIRMED,0.953512338161569,1.9,2026-03-30,5.5,1,0,87.02,2022-11-07,-32.8,15,177,32.8,2.528985507246377,42.0,0,,,,True,False,200.0,97.01,-5.370580352540988,Finance,Investment Managers,SEC
GSK,2026-04-10,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,57.18,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-04-06"", ""ma10_prior_week"": 55.784, ""pending_high"": 57.18, ""touch_date"": ""2026-03-30""}",0.0,,,,,,,,,daily_volume_not_confirmed,58.21,1.8,UNCONFIRMED,0.8102444242422591,26.3,2025-10-27,36.4,3,0,42.67,2024-05-20,-29.3,4,75,29.3,2.463768115942029,43.0,4,10.0,-13.9,-2.8,True,False,,61.21,-4.901159941186084,Unknown,Unknown,
VRT,2026-04-10,True,pivot,False,pivot,276.71,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 276.71, ""resistance_date"": ""2026-04-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,295.11,6.65,UNCONFIRMED,0.6231478653266828,25.9,2026-02-09,45.9,1,0,202.33,2025-10-27,-27.0,1,15,27.0,2.3115942028985508,44.0,2,4.0,-10.2,6.6,True,False,121.7391304348,297.56,-0.8233633552896857,Electronic Technology,Electronic Production Equipment,SEC
GEV,2026-04-10,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,913.0,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-04-06"", ""ma10_prior_week"": 820.494, ""pending_high"": 913.0, ""touch_date"": ""2026-03-30""}",0.0,,,,,,,,,daily_volume_not_confirmed,991.32,8.58,UNCONFIRMED,0.9045502894962338,36.6,2026-01-26,46.6,3,0,676.1,2025-07-28,-21.7,2,26,21.7,2.268115942028986,45.0,1,6.0,-13.2,10.8,True,False,568.5714285714,999.43,-0.8114625336441694,Producer Manufacturing,Electrical Products,SEC
ZION,2026-04-10,True,ceiling_breakout,,ceiling,58.47,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,61.05,4.41,UNCONFIRMED,0.923215488231826,0.0,2026-04-06,4.4,0,0,58.47,2025-09-15,-22.2,2,29,22.2,2.246376811594203,46.0,0,,,,True,False,8.0291970803,65.71,-7.09176685436006,Finance,Major Banks,SEC
HLT,2026-04-10,True,pivot,True,pivot,320.83,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 320.83, ""resistance_date"": ""2026-04-06""}, {""box_type"": ""S_BOX"", ""price"": 320.83, ""resistance_date"": ""2026-04-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,323.43,0.81,UNCONFIRMED,0.8921188637920023,15.5,2025-12-08,16.3,3,1,278.2,2025-02-03,-29.7,4,44,29.7,2.2028985507246377,47.0,3,8.0,-9.8,0.8,True,False,28.9855072464,333.7,-3.0776146239136937,Consumer Services,Hotels/Resorts/Cruise lines,SEC
