code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry
LYFT,2025-11-14,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,22.19,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-11-10"", ""ma10_prior_week"": 20.347, ""pending_high"": 22.19, ""touch_date"": ""2025-11-03""}",1.0,2025-11-10,22.41,22.19,2.1354427537112186,0.0689499774673274,0.9112426035502946,0.90532544378698,ma10_touch_confirm,,23.14,4.28,ACTIONABLE,1.4075003914351387,5.0,2025-11-03,11.1,1,0,20.82,2022-08-01,-62.3,12,170,62.3,4.888888888888889,1.0,0,,,,True,True,,25.54,-9.397024275646038,Unknown,Unknown
COLL,2025-11-14,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,43.06,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-11-10"", ""ma10_prior_week"": 35.999, ""pending_high"": 43.06, ""touch_date"": ""2025-11-03""}",1.0,2025-11-10,43.06,43.06,1.783595759422188,0.0109150023223409,0.911764705882354,0.2764705882352929,ma10_touch_confirm,,45.98,6.78,EXTENDED,1.7435527668935495,8.7,2025-11-03,8.9,1,0,42.23,2024-04-01,-45.0,6,83,45.0,4.333333333333334,2.0,0,,,,True,True,,48.18,-4.566210045662111,Unknown,Unknown
LLY,2025-11-14,True,ceiling_breakout,,ceiling,963.68,ceiling_breakout,,1.0,2025-11-10,963.68,963.68,1.5514461571981044,0.0015980408434335,0.6477481617647074,0.0353860294117664,ceiling,,1025.28,6.39,EXTENDED,1.3510551169221603,0.0,2025-11-10,6.4,0,0,963.68,2024-08-26,-35.5,6,63,35.5,4.277777777777778,3.0,0,,,,True,True,,1033.62,-0.8068729320253043,Health Technology,Pharmaceuticals: Major
LH,2025-11-14,True,ceiling_breakout,,ceiling,260.99,ceiling_breakout,,1.0,2025-11-10,260.99,260.99,2.182088193729191,0.0005364190198857,0.9263854425144756,0.0115798180314298,ceiling,,266.89,2.26,ACTIONABLE,2.121417600518684,0.0,2025-11-10,2.3,0,0,260.99,2021-08-30,-36.5,15,219,36.5,4.055555555555555,4.0,0,,,,True,True,,293.72,-9.134549911480338,Health Services,Medical/Nursing Services
MS,2025-11-14,True,pivot,False,pivot,162.99,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 162.99, ""resistance_date"": ""2025-11-10""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,163.86,0.53,UNCONFIRMED,1.147722983832611,15.1,2025-08-04,17.8,3,0,139.08,2025-02-03,-33.6,1,26,33.6,3.9444444444444446,5.0,3,3.0,-4.9,-1.4,True,False,,171.77,-4.604995051522387,Finance,Investment Managers
NTRA,2025-11-14,True,ceiling_breakout,,ceiling_pullback,203.23,ceiling_breakout,"{""abandon_line"": 178.4776, ""atr_zone_width"": 4.333890053807385, ""ceiling"": 182.12, ""confirm_close"": 204.28, ""confirm_date"": ""2025-11-10"", ""max_zone_width"": 9.106, ""pending_high"": 203.23, ""touch_atr14"": 14.44630017935795, ""touch_date"": ""2025-11-03"", ""touch_high"": 203.23, ""touch_low"": 182.2, ""zone_cap_applied"": false, ""zone_pct"": 2.3796892454466203, ""zone_upper"": 186.45389005380738, ""zone_width"": 4.333890053807385}",0.0,,,,,,,,,daily_volume_not_confirmed,204.28,0.52,UNCONFIRMED,1.3194440575872306,6.1,2025-10-20,12.2,1,0,182.12,2025-01-27,-31.2,2,38,31.2,3.9444444444444446,6.0,0,,,,True,True,,212.21,-3.7368644267470885,Health Technology,Biotechnology
EA,2025-11-14,True,pivot,True,pivot,200.9,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 200.9, ""resistance_date"": ""2025-11-10""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,201.06,0.08,UNCONFIRMED,0.6138085391224981,20.1,2025-08-04,20.1,1,1,167.45,2024-12-02,-31.5,3,35,31.5,3.583333333333333,7.0,3,4.0,-0.6,0.1,True,False,,203.75,-1.3202453987730012,Unknown,Unknown
MNST,2025-11-14,True,pivot,False,pivot,70.65,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 70.65, ""resistance_date"": ""2025-11-10""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,71.31,0.93,UNCONFIRMED,1.3019492408614906,9.1,2025-09-22,10.6,1,0,64.45,2024-03-11,-32.8,6,80,32.8,3.4722222222222223,8.0,1,5.0,-6.8,0.9,True,True,,72.62,-1.8039107683833655,Consumer Non-Durables,Beverages: Non-Alcoholic
AU,2025-11-14,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,75.44,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-11-10"", ""ma10_prior_week"": 68.729, ""pending_high"": 75.44, ""touch_date"": ""2025-10-20""}",0.0,,,,,,,,,daily_volume_not_confirmed,79.39,5.24,UNCONFIRMED,1.256760156534601,162.2,2025-03-03,162.7,6,1,30.22,2024-08-12,-28.6,2,29,28.6,3.416666666666667,9.0,7,5.0,-21.8,-0.7,True,False,,85.85,-7.524752475247521,Unknown,Unknown
AZN,2025-11-14,True,ceiling_breakout,,ceiling,85.85,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,89.1,3.79,UNCONFIRMED,1.1381686732975145,0.0,2025-11-10,3.8,0,0,85.85,2024-08-26,-29.2,5,63,29.2,3.0,10.0,0,,,,True,False,,89.43,-0.3690036900369176,Unknown,Unknown
GSK,2025-11-14,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,46.75,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-11-10"", ""ma10_prior_week"": 42.566, ""pending_high"": 46.75, ""touch_date"": ""2025-10-27""}",0.0,,,,,,,,,daily_volume_not_confirmed,47.18,0.92,UNCONFIRMED,0.872090455999972,1.6,2025-10-27,9.7,1,0,43.01,2024-05-20,-29.3,4,75,29.3,2.5833333333333335,11.0,1,3.0,-2.5,0.9,True,False,,48.27,-2.2581313445204088,Unknown,Unknown
JNJ,2025-11-14,True,pivot,True,pivot,194.4,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 194.4, ""resistance_date"": ""2025-11-10""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,195.93,0.79,UNCONFIRMED,1.130287389042559,13.9,2025-08-04,17.1,2,0,167.32,2022-04-04,-18.7,10,174,18.7,2.5277777777777777,12.0,3,5.0,-5.0,0.8,True,False,,197.18,-0.6339385333198111,Health Technology,Pharmaceuticals: Major
ABBV,2025-11-14,True,ceiling_breakout,False,ceiling_pullback,220.99,ceiling_breakout,"{""abandon_line"": 206.1332, ""atr_zone_width"": 3.0240584477332555, ""ceiling"": 210.34, ""confirm_close"": 232.36, ""confirm_date"": ""2025-11-10"", ""max_zone_width"": 10.517000000000001, ""pending_high"": 220.99, ""touch_atr14"": 10.080194825777518, ""touch_date"": ""2025-11-03"", ""touch_high"": 220.99, ""touch_low"": 211.69, ""zone_cap_applied"": false, ""zone_pct"": 1.4377001272859444, ""zone_upper"": 213.36405844773327, ""zone_width"": 3.0240584477332555}",0.0,,,,,,,,,daily_volume_not_confirmed,232.36,5.15,UNCONFIRMED,1.2050026660631032,10.1,2025-09-01,10.5,1,0,210.34,2024-10-28,-24.8,3,44,24.8,2.4722222222222223,13.0,2,7.0,-12.9,-4.4,True,False,,243.06,-4.4022052168188885,Health Technology,Pharmaceuticals: Major
ALL,2025-11-14,True,ceiling_breakout,,ceiling,210.85,ceiling_breakout,,1.0,2025-11-14,212.21,210.85,1.8068879028430345,0.0163623428977948,0.7946666666666715,0.9200000000000046,ceiling,,214.3,1.64,ACTIONABLE,1.3277408563188609,0.0,2025-11-10,1.6,0,0,210.85,2024-11-25,-17.5,5,50,17.5,2.0972222222222223,14.0,0,,,,True,True,,215.7,-0.64904960593416,Finance,Multi-Line Insurance
MDT,2025-11-14,True,ceiling_breakout,,ceiling,93.33,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,95.87,2.72,UNCONFIRMED,1.081321450605816,0.0,2025-11-10,2.7,0,0,93.33,2024-10-14,-17.5,3,56,17.5,2.0694444444444446,15.0,0,,,,True,False,,99.37,-3.5221897957129933,Unknown,Unknown
SHEL,2025-11-14,True,ceiling_breakout,False,ceiling_pullback,74.93,ceiling_breakout,"{""abandon_line"": 70.5404, ""atr_zone_width"": 0.7479087654326435, ""ceiling"": 71.98, ""confirm_close"": 75.76, ""confirm_date"": ""2025-11-10"", ""max_zone_width"": 3.599, ""pending_high"": 74.93, ""touch_atr14"": 2.493029218108812, ""touch_date"": ""2025-11-03"", ""touch_high"": 74.93, ""touch_low"": 72.63, ""zone_cap_applied"": false, ""zone_pct"": 1.0390507994340699, ""zone_upper"": 72.72790876543264, ""zone_width"": 0.7479087654326435}",0.0,,,,,,,,,daily_volume_not_confirmed,75.76,1.11,UNCONFIRMED,1.1511793372039094,0.9,2025-10-20,5.3,1,0,71.98,2025-03-24,-21.1,3,30,21.1,1.75,16.0,1,4.0,-3.9,0.3,True,False,,76.74,-1.277039353661702,Energy Minerals,Integrated Oil
FE,2025-11-14,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,45.85,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-11-10"", ""ma10_prior_week"": 44.969, ""pending_high"": 45.85, ""touch_date"": ""2025-11-03""}",0.0,,,,,,,,,daily_volume_not_confirmed,45.94,0.2,UNCONFIRMED,0.9143141957131476,8.3,2025-08-04,8.4,2,0,42.38,2024-09-09,-14.0,4,47,14.0,1.2777777777777777,17.0,3,5.0,-6.0,-3.3,True,False,,47.73,-3.7502618897967688,Unknown,Unknown
CASY,2025-11-14,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,534.97,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-11-10"", ""ma10_prior_week"": 541.791, ""pending_high"": 534.97, ""touch_date"": ""2025-11-03""}",0.0,,,,,,,,,daily_volume_not_confirmed,538.19,0.6,UNCONFIRMED,0.8163658420423,0.9,2025-11-03,1.5,1,0,530.07,2025-07-21,-7.7,2,15,7.7,0.8055555555555556,18.0,0,,,,True,False,,571.55,-5.836759688566162,Retail Trade,Specialty Stores
MTSR,2025-11-14,False,,True,,,,,,,,,,,,,,,70.5,,,3.3724459248135026,139.4,2025-06-30,144.2,2,1,28.87,2025-01-27,-57.4,2,22,,,,4,2.0,-16.4,-15.9,False,False,,83.86,-15.9313140949201,Unknown,Unknown
MNPR,2025-11-14,False,,False,,,,,,,,,,,,,,,78.0,,,2.47607879342059,23.2,2025-09-15,51.5,0,0,51.48,2025-02-03,-49.4,3,32,,,,1,7.0,-28.8,-22.8,False,False,,105.0,-25.71428571428571,Health Technology,Biotechnology
LIF,2025-11-14,False,,True,,,,,,,,,,,,,,,70.06,,,2.1701116953457458,16.3,2025-05-12,41.4,1,0,49.53,2024-11-25,-40.2,2,24,,,,4,7.0,-37.4,-35.9,False,False,,112.54,-37.74657899413542,Unknown,Unknown
SNDK,2025-11-14,False,,False,,,,,,,,,,,,,,,254.16,,,2.1120664054259293,270.8,2025-09-01,356.4,0,0,55.69,2025-03-24,-49.9,2,23,,,,2,3.0,-15.6,85.5,True,True,,284.76,-10.745891276864727,Electronic Technology,Computer Peripherals
FIGS,2025-11-14,False,,False,,,,,,,,,,,,,,,9.24,,,1.8480698557752744,17.6,2025-10-13,33.9,2,0,6.9,2024-09-23,-48.3,2,55,,,,1,3.0,-12.2,9.7,True,True,,10.24,-9.765625,Unknown,Unknown
NBIS,2025-11-14,False,,False,,,,,,,,,,,,,,,83.54,,,1.833517894354472,58.2,2025-07-14,75.2,3,0,47.68,2025-02-10,-61.6,1,22,,,,4,3.0,-37.9,-36.8,False,False,,141.1,-40.793763288447906,Technology Services,Packaged Software
CIEN,2025-11-14,False,,,,,,,,,,,,,,,,,191.71,,,1.6770475115548726,64.3,2025-09-01,89.0,1,0,101.44,2025-01-20,-51.5,2,32,,,,1,2.0,-10.0,-5.7,False,False,,214.17,-10.486996311341446,Electronic Technology,Telecommunications Equipment
EXPE,2025-11-14,False,,False,,,,,,,,,,,,,,,264.66,,,1.5335300648937014,27.8,2025-08-11,28.2,1,1,206.41,2025-02-10,-37.3,1,26,,,,2,7.0,-6.9,17.4,True,True,,279.61,-5.346732949465327,Consumer Services,Other Consumer Services
TLN,2025-11-14,False,,False,,,,,,,,,,,,,,,360.92,,,1.4961977600248404,39.6,2025-06-02,39.9,1,0,258.03,2025-01-20,-38.7,1,19,,,,4,7.0,-23.7,-20.0,False,False,,451.28,-20.02304555929799,Utilities,Alternative Power Generation
COHR,2025-11-14,False,,,,,,,,,,,,,,,,,139.33,,,1.4905812291160303,19.8,2025-10-13,22.6,0,0,113.6,2024-12-02,-59.9,2,45,,,,1,2.0,-18.5,-14.3,False,False,,168.57,-17.34590971109924,Electronic Technology,Semiconductors
NU,2025-11-14,False,,False,,,,,,,,,,,,,,,15.82,,,1.472334159571216,-0.1,2025-10-20,2.5,0,0,15.44,2024-08-26,-41.6,6,60,,,,1,3.0,-6.3,-3.2,False,False,,16.55,-4.410876132930519,Unknown,Unknown
SOFI,2025-11-14,False,,False,,,,,,,,,,,,,,,27.82,,,1.4479264315918283,49.8,2025-06-30,51.0,1,0,18.42,2025-01-20,-53.3,1,23,,,,3,3.0,-21.2,-14.6,False,False,,32.73,-15.001527650473568,Unknown,Unknown
HUT,2025-11-14,False,,False,,,,,,,,,,,,,,,36.94,,,1.4165252622476583,13.9,2025-09-08,15.6,0,0,31.95,2024-12-02,-68.6,3,40,,,,3,3.0,-39.1,-32.6,False,False,,57.29,-35.521033339151685,Technology Services,Data Processing Services
CLS,2025-11-14,False,,False,,,,,,,,,,,,,,,310.88,,,1.3805263221876218,103.6,2025-06-23,129.9,2,0,135.25,2025-02-10,-57.1,1,19,,,,5,3.0,-23.6,-13.9,False,False,,363.4,-14.452394056136486,Electronic Technology,Electronic Components
SEDG,2025-11-14,False,,False,,,,,,,,,,,,,,,36.18,,,1.3766830448764775,31.4,2025-06-30,52.2,2,1,23.77,2025-02-17,-53.7,1,19,,,,6,2.0,-17.5,-13.0,False,False,,48.6,-25.555555555555554,Unknown,Unknown
TCEHY,2025-11-14,False,,False,,,,,,,,,,,,,,,81.87,,,1.363428749920717,14.2,2025-08-04,18.0,0,0,69.38,2025-03-03,-25.3,2,22,,,,2,7.0,-9.5,-6.0,False,False,,87.68,-6.626368613138689,Unknown,Unknown
WULF,2025-11-14,False,,False,,,,,,,,,,,,,,,10.99,,,1.3563282912763353,22.5,2025-08-11,30.8,2,0,8.4,2024-11-04,-75.5,2,40,,,,4,3.0,-35.8,-35.5,False,False,,17.05,-35.5425219941349,Unknown,Unknown
FN,2025-11-14,False,,True,,,,,,,,,,,,,,,413.32,,,1.3484058785816408,39.8,2025-06-23,46.7,2,0,281.79,2024-08-19,-47.3,3,44,,,,6,2.0,-24.6,-17.0,False,False,,498.0,-17.004016064257033,Unknown,Unknown
NET,2025-11-14,False,,False,,,,,,,,,,,,,,,210.6,,,1.3308481919279966,17.5,2025-06-16,18.7,4,0,177.37,2025-02-10,-49.6,1,18,,,,4,3.0,-19.7,-17.2,False,False,,260.0,-19.000000000000007,Technology Services,Information Technology Services
ROST,2025-11-14,False,,,,,,,,,,,,,,,,,160.58,,,1.2983994204690632,2.4,2025-10-20,2.5,0,0,156.59,2024-07-08,-22.5,4,67,,,,1,2.0,-3.1,-2.7,False,False,,165.07,-2.720058157145444,Retail Trade,Apparel/Footwear Retail
COF,2025-11-14,False,,False,,,,,,,,,,,,,,,211.15,,,1.2842228664787994,-0.1,2025-10-13,2.1,1,0,206.79,2025-01-27,-31.1,3,37,,,,1,4.0,-8.2,-7.6,False,False,,231.82,-8.916400655681123,Unknown,Unknown
MU,2025-11-14,False,,False,,,,,,,,,,,,,,,246.83,,,1.2650590213094817,57.1,2025-09-08,72.2,0,0,143.33,2024-06-10,-57.1,5,65,,,,2,3.0,-6.3,28.7,False,False,,257.07,-3.983350838293065,Electronic Technology,Semiconductors
RKLB,2025-11-14,False,,True,,,,,,,,,,,,,,,45.54,,,1.246158845671026,28.7,2025-06-23,36.6,3,0,33.34,2025-01-20,-55.9,1,22,,,,3,5.0,-41.5,-38.4,False,False,,73.97,-38.4345004731648,Electronic Technology,Aerospace & Defense
ARGX,2025-11-14,False,,False,,,,,,,,,,,,,,,907.98,,,1.2377058273368686,27.5,2025-08-25,36.8,2,0,663.78,2025-01-06,-23.2,2,33,,,,3,4.0,-11.8,6.8,True,False,,914.87,-0.7531124640659304,Health Technology,Biotechnology
BABA,2025-11-14,False,,True,,,,,,,,,,,,,,,153.8,,,1.2043446376524414,-0.8,2025-09-08,7.6,0,0,142.88,2025-02-17,-34.1,2,29,,,,1,7.0,-21.2,-20.2,False,False,,192.67,-20.17439144651475,Unknown,Unknown
LGND,2025-11-14,False,,True,,,,,,,,,,,,,,,200.86,,,1.2027868314219914,44.4,2025-07-14,57.1,0,0,127.86,2024-12-02,-26.8,3,32,,,,4,2.0,-6.3,-5.2,False,False,,212.49,-5.473198738764173,Health Technology,Pharmaceuticals: Major
