selector_id,classification,train_oof_w4_med_spread,train_oof_w4_cvar_delta,train_oof_w4_stop_delta,val_w4_med_spread,val_w4_mean_spread,val_w4_cvar_delta,val_w4_stop_delta,val_support_weeks
actionable_agent_ridge_w4_portfolio_aware,INFERIOR,-8.425433333333334,-8.819033333333334,28.57142857142857,-6.4131,-6.0590761904761905,-1.5028000000000006,28.57142857142857,7
actionable_agent_ridge_w4_pure_rank,INFERIOR,-3.3749333333333347,-3.3749333333333347,23.809523809523807,-6.4131,-6.0590761904761905,-1.5028000000000006,28.57142857142857,7
actionable_f1_ridge_w4_portfolio_aware,INFERIOR,-6.9487000000000005,-8.819033333333334,16.666666666666664,-6.679566666666667,-6.181109523809524,-1.5028000000000006,28.57142857142857,7
actionable_f1_ridge_w4_distinct_industry,INFERIOR,-4.047333333333334,-8.819033333333334,14.285714285714285,-6.679566666666667,-6.429728571428571,-1.5028000000000006,33.333333333333336,7
actionable_f1_ridge_w4_pure_rank,INFERIOR,-4.226650000000001,-3.3749333333333347,11.11111111111111,-6.679566666666667,-6.429728571428571,-1.5028000000000006,33.333333333333336,7
actionable_f1_elastic_w4_distinct_industry,INFERIOR,-5.319733333333335,-8.819033333333334,23.809523809523814,-6.679566666666667,-6.969480952380953,-1.5028000000000006,28.57142857142857,7
actionable_f1_elastic_w4_portfolio_aware,INFERIOR,-5.5116,-3.374933333333333,22.222222222222225,-6.679566666666667,-6.969480952380953,-1.5028000000000006,28.57142857142857,7
actionable_f1_elastic_w4_pure_rank,INFERIOR,-5.5116,-3.374933333333333,22.222222222222225,-6.679566666666667,-6.969480952380953,-1.5028000000000006,28.57142857142857,7
actionable_agent_lgbm_w4_distinct_industry,UNSTABLE,4.2655666666666665,4.047133333333334,4.761904761904762,-6.833966666666669,-6.462462962962963,-6.833966666666669,40.74074074074074,9
actionable_f1_lgbm_w4_distinct_industry,UNSTABLE,4.2655666666666665,6.972766666666667,4.761904761904762,-7.224866666666666,-4.809351851851852,-11.329233333333335,33.33333333333333,9
signal_f1_elastic_w1_pure_rank,UNSTABLE,3.0047999999999995,7.098000000000001,23.80952380952381,-7.377599999999999,-10.3093125,-7.617366666666662,45.83333333333333,8
signal_f1_ridge_w1_pure_rank,INFERIOR,-2.1584666666666665,-2.3164999999999996,28.57142857142857,-7.377599999999999,-10.3443375,-14.264733333333329,41.666666666666664,8
actionable_f1_ridge_w2_distinct_industry,INFERIOR,-1.62725,-8.819033333333334,5.555555555555556,-7.6396999999999995,-6.709347619047619,3.0118666666666662,33.33333333333333,7
actionable_f1_ridge_w2_portfolio_aware,INFERIOR,-4.211483333333334,-8.819033333333334,16.666666666666664,-7.6396999999999995,-6.709347619047619,3.0118666666666662,33.33333333333333,7
actionable_agent_elastic_w1_portfolio_aware,UNSTABLE,1.871316666666666,1.6082,11.111111111111112,-7.809733333333332,-8.528805555555556,3.0118666666666662,33.33333333333333,6
signal_agent_ridge_w2_distinct_industry,UNSTABLE,0.4350666666666676,-9.613299999999999,0.0,-7.966399999999999,-13.900933333333333,-22.027666666666665,37.5,8
signal_agent_ridge_w2_portfolio_aware,UNSTABLE,0.4350666666666676,-9.613299999999999,0.0,-7.966399999999999,-13.900933333333333,-22.027666666666665,37.5,8
signal_f1_lgbm_w2_portfolio_aware,INFERIOR,-7.325533333333333,-7.325533333333333,42.85714285714287,-8.616333333333332,-7.063985185185184,-11.388033333333333,37.03703703703704,9
actionable_f1_elastic_w2_pure_rank,INFERIOR,-2.3245333333333336,-3.374933333333333,16.666666666666664,-8.864066666666666,-5.628428571428572,3.0118666666666662,33.333333333333336,7
actionable_f1_ridge_w2_pure_rank,INFERIOR,-3.2213000000000007,-8.819033333333334,16.666666666666664,-8.864066666666666,-6.884257142857143,3.0118666666666662,38.095238095238095,7
signal_agent_ridge_w2_pure_rank,INFERIOR,0.0,-9.613299999999999,4.761904761904763,-8.880716666666666,-16.671695833333334,-22.027666666666665,45.83333333333333,8
signal_f1_lgbm_w1_portfolio_aware,UNSTABLE,5.744833333333333,4.802933333333335,33.333333333333336,-9.138033333333333,-7.3305851851851855,-11.263766666666672,51.85185185185186,9
signal_agent_lgbm_w1_portfolio_aware,UNSTABLE,5.744833333333333,5.744833333333333,28.57142857142857,-9.284099999999999,-7.554337037037036,-9.284099999999999,59.25925925925925,9
signal_agent_lgbm_w1_distinct_industry,UNSTABLE,5.744833333333333,5.744833333333333,28.57142857142857,-9.284099999999999,-8.544488888888889,-9.284099999999999,59.25925925925925,9
signal_f1_lgbm_w1_pure_rank,UNSTABLE,5.744833333333333,4.802933333333335,28.57142857142857,-10.0778,-9.234411111111111,-10.01016666666667,55.55555555555556,9
signal_agent_lgbm_w1_pure_rank,UNSTABLE,9.427666666666667,5.744833333333333,28.57142857142857,-10.0778,-9.883170370370372,-10.010166666666667,59.25925925925925,9
