snapshot_date,code,industry,current_vs_ibd_candidate_pct,rv_20,w1_return_pct,w2_return_pct,w4_return_pct,w3_return_pct,w1_stop8,w2_stop8,w4_stop8,w3_stop8,score,universe,feature_mode,model_type,target_horizon,model_id,segment,fold,model_pick_order,selector_id,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type,b0_eligible,is_valid_entry,entry_status,entry_date,entry_open,stop_8_hit_ever,gap_stop,profit20_hit,max_drawdown_to_asof_pct,px_vs_ma10,px_vs_ma20,px_vs_ma50,ma10_slope_5,ma20_slope_5,ma50_slope_10,mom_5,mom_10,mom_20,mom_60,atr_14_pct,vol_ratio_5_20,up_day_ratio_20,drawdown_20,rel_spy_20,rel_spy_60,trigger_pos,eps_known,is_actionable,rule_ceiling,rule_pivot,rule_ma10_touch_confirm,rule_ceiling_pullback,rule_three_weeks_tight,pick_order,is_b0,period,agent_factor_vol_confirmed_mom_20,agent_factor_prox_52w_high,agent_factor_risk_adj_mom_10,agent_factor_risk_adj_mom_20,agent_factor_risk_adj_mom_60
2026-07-31,RCKY,Apparel/Footwear,1.08,0.036309083729108876,-0.5455,-3.9798,,-5.4747,False,False,,True,3.459050758608767,actionable,agent,elastic,W1,actionable_agent_elastic_w1,contaminated_validation,-1.0,2.0,actionable_agent_elastic_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-31,MSBI,Regional Banks,3.57,0.01886223372074962,-2.2117,-1.563,,-3.1259,False,False,,False,3.364192519588621,actionable,agent,elastic,W1,actionable_agent_elastic_w1,contaminated_validation,-1.0,3.0,actionable_agent_elastic_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-07,CFFI,Regional Banks,1.76,0.02076401547611641,2.4218,-1.5759,,,False,False,,,18.680378743432513,actionable,agent,elastic,W1,actionable_agent_elastic_w1,contaminated_validation,-1.0,1.0,actionable_agent_elastic_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-07,TWLO,Packaged Software,1.17,0.06188582027185329,-2.5767,-7.8528,,,False,True,,,9.879822004942074,actionable,agent,elastic,W1,actionable_agent_elastic_w1,contaminated_validation,-1.0,2.0,actionable_agent_elastic_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-07,HBB,Electronics/Appliances,3.56,0.05342815504934738,3.2198,1.8576,,,False,False,,,7.880045259607969,actionable,agent,elastic,W1,actionable_agent_elastic_w1,contaminated_validation,-1.0,3.0,actionable_agent_elastic_w1_pure_rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,ILMN,Medical Specialties,4.02,0.02372139326202049,0.9139,0.0746,9.7606,0.6714,False,False,False,False,5.793436871884429,actionable,agent,elastic,W1,actionable_agent_elastic_w1,contaminated_validation,-1.0,1.0,actionable_agent_elastic_w1_distinct_industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,HLT,Hotels/Resorts/Cruise lines,0.6,0.01700866168700722,6.0716,6.9531,2.9074,7.847,False,False,False,False,5.148976759662503,actionable,agent,elastic,W1,actionable_agent_elastic_w1,contaminated_validation,-1.0,2.0,actionable_agent_elastic_w1_distinct_industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,ALGM,Semiconductors,3.73,0.04355707157392975,-1.7577,6.7344,22.5964,24.9471,False,True,True,True,4.281636415711439,actionable,agent,elastic,W1,actionable_agent_elastic_w1,contaminated_validation,-1.0,3.0,actionable_agent_elastic_w1_distinct_industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,AVNS,Unknown,0.97,,,,,,,,,,9.448566775793045,actionable,agent,elastic,W1,actionable_agent_elastic_w1,contaminated_validation,-1.0,1.0,actionable_agent_elastic_w1_distinct_industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,SPHR,Media Conglomerates,0.58,0.031123152671891696,7.7783,10.6477,15.1909,19.4528,False,False,False,False,4.3269240510192795,actionable,agent,elastic,W1,actionable_agent_elastic_w1,contaminated_validation,-1.0,2.0,actionable_agent_elastic_w1_distinct_industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,FSBC,Regional Banks,1.27,0.012936907712814711,4.043,4.3001,13.1105,12.5964,False,False,False,False,4.133549634566748,actionable,agent,elastic,W1,actionable_agent_elastic_w1,contaminated_validation,-1.0,3.0,actionable_agent_elastic_w1_distinct_industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12,FAC,Unknown,0.2,0.12395313441465414,-11.0908,-30.4083,-43.2054,-37.599,True,True,True,True,7.682309646082401,actionable,agent,elastic,W1,actionable_agent_elastic_w1,contaminated_validation,-1.0,1.0,actionable_agent_elastic_w1_distinct_industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12,SLAB,Semiconductors,0.48,0.003202008011756949,0.0,-0.6052,-0.5097,-0.6962,False,False,False,False,5.6963386984979145,actionable,agent,elastic,W1,actionable_agent_elastic_w1,contaminated_validation,-1.0,2.0,actionable_agent_elastic_w1_distinct_industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
