snapshot_date,code,industry,current_vs_ibd_candidate_pct,rv_20,w1_return_pct,w2_return_pct,w4_return_pct,w3_return_pct,w1_stop8,w2_stop8,w4_stop8,w3_stop8,score,universe,feature_mode,model_type,target_horizon,model_id,segment,fold,model_pick_order,selector_id,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type,b0_eligible,is_valid_entry,entry_status,entry_date,entry_open,stop_8_hit_ever,gap_stop,profit20_hit,max_drawdown_to_asof_pct,px_vs_ma10,px_vs_ma20,px_vs_ma50,ma10_slope_5,ma20_slope_5,ma50_slope_10,mom_5,mom_10,mom_20,mom_60,atr_14_pct,vol_ratio_5_20,up_day_ratio_20,drawdown_20,rel_spy_20,rel_spy_60,trigger_pos,eps_known,is_actionable,rule_ceiling,rule_pivot,rule_ma10_touch_confirm,rule_ceiling_pullback,rule_three_weeks_tight,pick_order,is_b0,period,agent_factor_vol_confirmed_mom_20,agent_factor_prox_52w_high,agent_factor_risk_adj_mom_10,agent_factor_risk_adj_mom_20,agent_factor_risk_adj_mom_60
2026-07-24,SBLK,Marine Shipping,3.72,0.023069944498974572,4.4961,5.0206,14.275,5.5826,False,False,False,False,4.695973083307127,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,3.0,actionable_agent_ridge_w2_distinct_industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-31,MSBI,Regional Banks,3.57,0.01886223372074962,-2.2117,-1.563,,-3.1259,False,False,,False,5.582703090362898,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,1.0,actionable_agent_ridge_w2_distinct_industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-31,RCKY,Apparel/Footwear,1.08,0.036309083729108876,-0.5455,-3.9798,,-5.4747,False,False,,True,3.7290753412384587,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,2.0,actionable_agent_ridge_w2_distinct_industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-31,GSAT,Wireless Telecommunications,1.96,0.011291147099276788,0.3369,-0.8782,,-0.9143,False,False,,False,3.5796518068416505,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,3.0,actionable_agent_ridge_w2_distinct_industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-07,CFFI,Regional Banks,1.76,0.02076401547611641,2.4218,-1.5759,,,False,False,,,15.962217303569732,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,1.0,actionable_agent_ridge_w2_distinct_industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-07,TWLO,Packaged Software,1.17,0.06188582027185329,-2.5767,-7.8528,,,False,True,,,15.215416069289393,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,2.0,actionable_agent_ridge_w2_distinct_industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-07,ALX,Real Estate Investment Trusts,0.69,0.020380469698413294,-0.4502,-2.1921,,,False,False,,,8.746969255565643,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,3.0,actionable_agent_ridge_w2_distinct_industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,CENX,Unknown,0.92,0.038680373623512114,-9.8786,-8.2746,-30.5501,-22.4854,True,True,True,True,8.84797812087158,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,1.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,NBIX,Biotechnology,0.2,0.023484560254935772,2.8363,0.251,5.748,-0.6714,False,False,False,False,5.803845226697297,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,2.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,ILMN,Medical Specialties,4.02,0.02372139326202049,0.9139,0.0746,9.7606,0.6714,False,False,False,False,4.932338295093702,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,3.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,SPHR,Media Conglomerates,0.58,0.031123152671891696,7.7783,10.6477,15.1909,19.4528,False,False,False,False,7.379716451368155,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,1.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,AMG,Investment Managers,1.95,0.02055307938771693,5.2005,4.6903,2.228,1.4507,False,False,False,False,5.12453926493952,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,2.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,FSBC,Regional Banks,1.27,0.012936907712814711,4.043,4.3001,13.1105,12.5964,False,False,False,False,4.981087057662381,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,3.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12,SLAB,Semiconductors,0.48,0.003202008011756949,0.0,-0.6052,-0.5097,-0.6962,False,False,False,False,10.934158198724424,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,1.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12,FAC,Unknown,0.2,0.12395313441465414,-11.0908,-30.4083,-43.2054,-37.599,True,True,True,True,9.938513348146776,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,2.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12,WBS,Savings Banks,1.08,0.009325762431170252,1.8314,1.8045,3.0299,3.3127,False,False,False,False,5.92379445897678,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,3.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18,AEIS,Electronic Production Equipment,4.37,0.04612915409961749,-8.3417,-18.0425,-25.2094,-18.8906,True,True,True,True,8.025915492158308,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,1.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18,CW,Aerospace & Defense,0.46,0.019023930258484614,-4.2857,-2.6257,-9.3361,-3.3264,False,False,True,False,6.304318456888196,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,2.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18,GEV,Electrical Products,1.8,0.03453498122089054,-7.5104,-1.4982,-6.3892,-3.4043,True,True,True,True,4.723154946239437,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,3.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26,PLOW,Trucks/Construction/Farm Machinery,3.63,0.018114922624003802,-5.1509,-18.8491,-12.8679,-15.8113,False,True,True,True,7.746462244506737,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,1.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26,ACU,Wholesale Distributors,1.35,0.015187240321367652,-1.142,-1.7857,12.0017,-1.2666,True,True,True,True,7.652429075053128,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,2.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26,MPC,Oil Refining/Marketing,0.87,0.021132511426987906,3.7943,10.574,20.5111,21.8202,False,False,False,False,7.1059065398118975,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,3.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02,SBFG,Regional Banks,0.12,0.02291921224930526,4.7734,7.9824,4.8135,2.1661,False,False,False,False,8.467690960023921,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,1.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02,NTST,Real Estate Investment Trusts,1.79,0.016304202754807137,-0.1393,3.3906,-0.3716,3.1119,False,False,False,False,6.289812314126874,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,2.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02,ANAB,Biotechnology,0.22,0.030024791551887545,4.7822,-8.4596,-15.7828,-14.536,False,True,True,True,6.257245246743332,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,3.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10,LASR,Unknown,0.07,0.07865261833913727,-2.0925,-1.0038,-20.6136,-2.7287,True,True,True,True,5.9140835223316675,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,1.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10,PNTG,Medical/Nursing Services,2.74,0.01718083544639882,3.1727,1.2297,-4.0826,-0.8362,False,False,True,False,5.710282915428375,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,2.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10,DNTH,Biotechnology,1.14,0.03450252811078583,9.6232,7.8273,13.0697,10.9935,False,False,False,False,4.599774991771525,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,3.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17,IRM,Real Estate Investment Trusts,0.63,0.020524162649320613,3.7603,-1.0836,4.666,-2.0298,False,False,False,False,6.028223858775831,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,1.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17,SNDR,Trucking,1.87,0.018556957312124374,-0.1328,-5.0982,-4.1423,-5.3903,False,True,True,True,5.960833582778682,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,2.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17,GPRE,Chemicals: Specialty,1.53,0.0320510746804154,-10.8364,-11.3624,-17.9905,-22.9353,True,True,True,True,4.323263999644328,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,3.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-24,ALOT,Computer Peripherals,0.1,0.002098744362545816,0.3466,0.312,0.2426,0.208,False,False,False,False,140.7007182556897,actionable,agent,ridge,W2,actionable_agent_ridge_w2,contaminated_validation,-1.0,1.0,actionable_agent_ridge_w2_portfolio_aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
