eps_mode,snapshot_date,variant,pick_order,code,entry_status,lane,industry,eps_state,eps_yoy_growth,reason_codes,risk_codes,latest_return_pct,max_gain_pct,max_drawdown_pct,hit_stop_8pct,path_source,latest_rank,gain_rank,loss_rank,signal_valid_count,hit_latest_top3,hit_latest_top5,hit_gain_top5,hit_loss_bottom3,hit_loss_bottom5
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_nodry_strict,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_nodry_relaxed,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_nodry_relaxed,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_nodry_relaxed,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_nogeom_strict,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_nogeom_strict,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_nogeom_strict,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_nogeom_relaxed,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_nogeom_relaxed,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_nogeom_relaxed,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_clean_strict,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_clean_strict,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_clean_strict,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_clean_relaxed,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_clean_relaxed,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_ind_prox_clean_relaxed,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_keep_strict,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_keep_strict,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_keep_strict,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_keep_relaxed,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_keep_relaxed,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_keep_relaxed,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_nodry_strict,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_nodry_strict,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_nodry_strict,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_nodry_relaxed,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_nodry_relaxed,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_nodry_relaxed,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_nogeom_strict,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_nogeom_strict,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_nogeom_strict,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_nogeom_relaxed,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_nogeom_relaxed,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_nogeom_relaxed,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_clean_strict,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_clean_strict,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_clean_strict,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_clean_relaxed,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_clean_relaxed,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_def_clean_relaxed,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_keep_strict,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_keep_strict,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_keep_strict,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_keep_relaxed,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_keep_relaxed,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_keep_relaxed,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_nodry_strict,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_nodry_strict,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_nodry_strict,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_nodry_relaxed,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_nodry_relaxed,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_nodry_relaxed,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_nogeom_strict,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_nogeom_strict,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_nogeom_strict,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_nogeom_relaxed,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_nogeom_relaxed,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_nogeom_relaxed,3,CVEO,ACTIONABLE,constructive_pullback,Hotels/Resorts/Cruise lines,pass_25,88.8888888888889,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,,12.163073,22.978437,-1.11186,False,daily_cache,38.0,36.0,24.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_clean_strict,1,AMLX,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,pass_25,65.42056074766356,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,23.670669,40.651801,-28.873642,True,daily_cache,19.0,16.0,43.0,61.0,False,False,False,False,False
with_eps,2026-04-17,grid_sig_epsknown_noind_prox_clean_strict,2,ALB,ACTIONABLE,fresh_demand_alpha,Unknown,pass_25,81.7989417989418,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,,,,False,missing,,,,,False,False,False,False,False
