eps_mode,variant,backtest_engine,initial_capital,stop_loss_pct,input_picks,requested_symbols,loaded_symbols,final_value,total_return_pct,max_drawdown_pct,trade_events,stop_events,rebalance_events,start_date,end_date
with_eps,grid_act_noeps_ind_def_nodry_strict,backtrader,10000.0,8.0,87,85,54,15877.1796,58.771795999999995,-10.02067430911211,94,1,37,2025-10-24,2026-08-21
with_eps,grid_act_noeps_ind_def_nodry_relaxed,backtrader,10000.0,8.0,101,98,62,15037.912800000002,50.379128000000016,-16.901371762076632,115,5,40,2025-10-24,2026-08-21
with_eps,grid_act_noeps_ind_def_nogeom_strict,backtrader,10000.0,8.0,96,93,58,14355.8436,43.558436,-17.01299486456068,111,5,40,2025-10-24,2026-08-21
with_eps,grid_act_noeps_ind_def_nogeom_relaxed,backtrader,10000.0,8.0,101,98,60,15601.462799999994,56.014627999999945,-16.901371762076632,115,4,40,2025-10-24,2026-08-21
with_eps,grid_act_noeps_ind_def_clean_strict,backtrader,10000.0,8.0,83,81,51,15384.962800000001,53.84962800000002,-10.012803087239009,91,1,36,2025-10-24,2026-08-21
with_eps,grid_act_noeps_ind_def_clean_relaxed,backtrader,10000.0,8.0,101,98,61,15325.902799999996,53.25902799999995,-16.901371762076632,119,4,40,2025-10-24,2026-08-21
with_eps,grid_act_noeps_ind_prox_keep_strict,backtrader,10000.0,8.0,101,98,61,14947.525599999997,49.47525599999998,-16.901371762076632,116,5,40,2025-10-24,2026-08-21
with_eps,grid_act_noeps_ind_prox_keep_relaxed,backtrader,10000.0,8.0,101,98,61,14947.525599999997,49.47525599999998,-16.901371762076632,116,5,40,2025-10-24,2026-08-21
with_eps,grid_act_noeps_ind_prox_nodry_strict,backtrader,10000.0,8.0,87,85,53,15852.999599999996,58.529995999999954,-10.02067430911211,92,1,37,2025-10-24,2026-08-21
with_eps,grid_act_noeps_ind_prox_nodry_relaxed,backtrader,10000.0,8.0,101,98,61,14947.525599999997,49.47525599999998,-16.901371762076632,116,5,40,2025-10-24,2026-08-21
with_eps,grid_act_noeps_ind_prox_nogeom_strict,backtrader,10000.0,8.0,96,93,59,13368.16,33.6816,-17.01299486456068,117,6,40,2025-10-24,2026-08-21
with_eps,grid_act_noeps_ind_prox_nogeom_relaxed,backtrader,10000.0,8.0,101,98,61,14976.8528,49.768528,-16.901371762076632,111,5,40,2025-10-24,2026-08-21
with_eps,grid_act_noeps_ind_prox_clean_strict,backtrader,10000.0,8.0,83,81,51,15324.3828,53.24382800000001,-10.012803087239009,95,1,36,2025-10-24,2026-08-21
