eps_mode,variant,backtest_engine,initial_capital,stop_loss_pct,input_picks,requested_symbols,loaded_symbols,final_value,total_return_pct,max_drawdown_pct,trade_events,stop_events,rebalance_events,start_date,end_date
no_eps,grid_act_noeps_noind_prox_nogeom_relaxed,backtrader,10000.0,8.0,106,103,62,14877.371600000006,48.773716000000064,-19.92545397677269,119,6,40,2025-10-24,2026-08-21
no_eps,grid_act_noeps_noind_prox_clean_strict,backtrader,10000.0,8.0,86,85,51,14745.210399999996,47.45210399999997,-14.758864307386698,87,2,36,2025-10-24,2026-08-21
no_eps,grid_act_noeps_noind_prox_clean_relaxed,backtrader,10000.0,8.0,106,103,61,15725.05520000001,57.250552000000084,-19.92545397677269,117,6,40,2025-10-24,2026-08-21
no_eps,grid_sig_noeps_ind_def_keep_strict,backtrader,10000.0,8.0,101,97,61,13651.948000000008,36.51948000000007,-16.990857121873383,118,7,40,2025-10-24,2026-08-21
no_eps,grid_sig_noeps_ind_def_keep_relaxed,backtrader,10000.0,8.0,101,97,61,13651.948000000008,36.51948000000007,-16.990857121873383,118,7,40,2025-10-24,2026-08-21
no_eps,grid_sig_noeps_ind_def_nodry_strict,backtrader,10000.0,8.0,87,84,52,13199.216799999995,31.992167999999953,-10.849521440755217,95,3,37,2025-10-24,2026-08-21
no_eps,grid_sig_noeps_ind_def_nodry_relaxed,backtrader,10000.0,8.0,101,97,61,13651.948000000008,36.51948000000007,-16.990857121873383,118,7,40,2025-10-24,2026-08-21
no_eps,grid_sig_noeps_ind_def_nogeom_strict,backtrader,10000.0,8.0,96,94,58,16461.804000000004,64.61804000000004,-17.0429095328972,113,5,40,2025-10-24,2026-08-21
no_eps,grid_sig_noeps_ind_def_nogeom_relaxed,backtrader,10000.0,8.0,101,99,60,15130.306000000004,51.303060000000045,-16.990857121873383,113,5,40,2025-10-24,2026-08-21
no_eps,grid_sig_noeps_ind_def_clean_strict,backtrader,10000.0,8.0,83,82,49,16466.0032,64.66003199999999,-10.869418044525458,83,2,36,2025-10-24,2026-08-21
no_eps,grid_sig_noeps_ind_def_clean_relaxed,backtrader,10000.0,8.0,101,99,60,16165.226000000002,61.65226000000001,-16.990857121873383,109,5,40,2025-10-24,2026-08-21
