eps_mode,variant,rule,entry_status,universe_top5,picks,top5_picks,gain5_picks,bottom5_picks,stop_picks
with_eps,skill_industry_eps_known,ceiling_pullback,ACTIONABLE,2,4,1,1,2,1
with_eps,skill_industry_eps_known,ceiling_pullback,EXTENDED,3,0,0,0,0,0
with_eps,skill_industry_eps_known,ceiling_pullback,UNCONFIRMED,4,0,0,0,0,0
with_eps,skill_industry_eps_known,ma10_touch_confirm,ACTIONABLE,8,12,2,2,2,3
with_eps,skill_industry_eps_known,ma10_touch_confirm,EXTENDED,10,0,0,0,0,0
with_eps,skill_industry_eps_known,ma10_touch_confirm,UNCONFIRMED,32,0,0,0,0,0
with_eps,skill_industry_eps_known,pivot,ACTIONABLE,13,12,3,3,2,1
with_eps,skill_industry_eps_known,pivot,EXTENDED,22,0,0,0,0,0
with_eps,skill_industry_eps_known,pivot,UNCONFIRMED,43,0,0,0,0,0
with_eps,skill_industry_eps_known,three_weeks_tight,ACTIONABLE,1,1,0,0,0,0
with_eps,skill_industry_eps_known,three_weeks_tight,EXTENDED,1,0,0,0,0,0
with_eps,skill_industry_eps_known,three_weeks_tight,UNCONFIRMED,1,0,0,0,0,0
with_eps,clean_eps_pass_no_dry_no_geom_caution,ceiling,ACTIONABLE,16,54,4,4,6,7
with_eps,clean_eps_pass_no_dry_no_geom_caution,ceiling,EXTENDED,28,0,0,0,0,0
with_eps,clean_eps_pass_no_dry_no_geom_caution,ceiling,UNCONFIRMED,21,0,0,0,0,0
with_eps,clean_eps_pass_no_dry_no_geom_caution,ceiling_pullback,ACTIONABLE,2,4,1,1,2,2
with_eps,clean_eps_pass_no_dry_no_geom_caution,ceiling_pullback,EXTENDED,3,0,0,0,0,0
with_eps,clean_eps_pass_no_dry_no_geom_caution,ceiling_pullback,UNCONFIRMED,4,0,0,0,0,0
with_eps,clean_eps_pass_no_dry_no_geom_caution,ma10_touch_confirm,ACTIONABLE,8,13,1,1,2,2
with_eps,clean_eps_pass_no_dry_no_geom_caution,ma10_touch_confirm,EXTENDED,10,0,0,0,0,0
with_eps,clean_eps_pass_no_dry_no_geom_caution,ma10_touch_confirm,UNCONFIRMED,32,0,0,0,0,0
with_eps,clean_eps_pass_no_dry_no_geom_caution,pivot,ACTIONABLE,13,16,4,4,2,1
with_eps,clean_eps_pass_no_dry_no_geom_caution,pivot,EXTENDED,22,0,0,0,0,0
with_eps,clean_eps_pass_no_dry_no_geom_caution,pivot,UNCONFIRMED,43,0,0,0,0,0
with_eps,clean_eps_pass_no_dry_no_geom_caution,three_weeks_tight,ACTIONABLE,1,1,0,0,1,1
with_eps,clean_eps_pass_no_dry_no_geom_caution,three_weeks_tight,EXTENDED,1,0,0,0,0,0
with_eps,clean_eps_pass_no_dry_no_geom_caution,three_weeks_tight,UNCONFIRMED,1,0,0,0,0,0
with_eps,signal_shadow_top3,ceiling,ACTIONABLE,16,71,4,5,9,11
with_eps,signal_shadow_top3,ceiling,EXTENDED,28,0,0,0,0,0
with_eps,signal_shadow_top3,ceiling,UNCONFIRMED,21,3,0,0,0,0
with_eps,signal_shadow_top3,ceiling_pullback,ACTIONABLE,2,3,1,1,2,1
with_eps,signal_shadow_top3,ceiling_pullback,EXTENDED,3,0,0,0,0,0
with_eps,signal_shadow_top3,ceiling_pullback,UNCONFIRMED,4,1,1,1,1,0
with_eps,signal_shadow_top3,ma10_touch_confirm,ACTIONABLE,8,11,2,2,2,3
with_eps,signal_shadow_top3,ma10_touch_confirm,EXTENDED,10,0,0,0,0,0
with_eps,signal_shadow_top3,ma10_touch_confirm,UNCONFIRMED,32,11,5,5,5,4
with_eps,signal_shadow_top3,pivot,ACTIONABLE,13,11,3,3,2,1
with_eps,signal_shadow_top3,pivot,EXTENDED,22,0,0,0,0,0
with_eps,signal_shadow_top3,pivot,UNCONFIRMED,43,14,11,11,8,6
with_eps,signal_shadow_top3,three_weeks_tight,ACTIONABLE,1,1,0,0,0,0
