eps_mode,variant,signal_wide,actionable_gate,eps_gate,industry_cover,core_quality_gate,proximity_reorder,pullback_dry_hard_filter,geometry_caution_hard_filter,relaxed_fill,rule_count,weeks,valid_weeks,picks,median_week_avg_latest_return_pct,p25_week_avg_latest_return_pct,p75_week_avg_latest_return_pct,min_week_avg_latest_return_pct,max_week_avg_latest_return_pct,median_worst_pick_return_pct,min_worst_pick_return_pct,pick_top5_precision,pick_bottom5_precision_bad,pick_stop_rate,top3_coverage,top5_coverage,gain5_coverage,bottom3_exposure_vs_slots,bottom5_exposure_vs_slots,stop_exposure_vs_all_stops,rank_weighted_week_return_median,rank_weighted_week_return_min,rank_weighted_week_return_max,backtest_engine,initial_capital,stop_loss_pct,input_picks,requested_symbols,loaded_symbols,final_value,total_return_pct,max_drawdown_pct,trade_events,stop_events,rebalance_events,start_date,end_date,imax_selected,imax_pick_order,rebalance_coverage_ratio,pick_coverage_ratio,final_value_delta,total_return_delta,max_drawdown_delta,stop_events_delta,pareto_frontier,grid_status
no_eps,grid_act_noeps_noind_prox_nodry_strict,False,True,none,False,True,True,True,False,False,4,37,30,89,16.7422235,7.749535,22.841494291666667,-12.411084,193.529095,11.304178,-40.091463,0.1123595505617977,0.1348314606741573,0.1348314606741573,0.0476190476190476,0.048780487804878,0.0585365853658536,0.0555555555555555,0.0585365853658536,0.0208695652173913,14.690217,-3.1842909999999995,193.529095,backtrader,10000.0,8.0,89,86,53,13885.133199999997,38.85133199999997,-17.009784364016344,94,3,37,2025-10-24,2026-08-21,True,3.0,0.925,0.839622641509434,530.8412,5.308412,2.91118,-4.0,False,high_return_low_coverage
no_eps,grid_sig_noeps_ind_prox_keep_strict,True,False,none,True,True,True,False,False,False,3,40,35,101,18.037657,8.284235500000001,27.107606166666667,-12.411084,111.86084266666668,11.898034,-40.091463,0.1287128712871287,0.1683168316831683,0.1782178217821782,0.0555555555555555,0.0634146341463414,0.073170731707317,0.0873015873015873,0.0829268292682926,0.0313043478260869,15.677951999999998,-3.1842909999999995,125.1870222,backtrader,10000.0,8.0,101,97,60,16979.4328,69.79432799999998,-16.97071922138511,120,7,40,2025-10-24,2026-08-21,True,3.0,1.0,0.9528301886792453,3625.1408,36.251408,2.950245,0.0,True,portfolio_only_quality_tradeoff
no_eps,grid_sig_noeps_ind_prox_clean_relaxed,True,False,none,True,True,True,True,True,True,6,40,34,101,17.977263999999998,7.828171666666666,30.336332,-12.411084,111.86084266666668,12.0305535,-40.091463,0.1188118811881188,0.1584158415841584,0.1782178217821782,0.0555555555555555,0.0585365853658536,0.0682926829268292,0.0873015873015873,0.0780487804878048,0.0313043478260869,15.174445166666665,-3.1842909999999995,125.1870222,backtrader,10000.0,8.0,101,99,60,16748.453200000004,67.48453200000004,-16.97071922138511,115,6,40,2025-10-24,2026-08-21,False,,1.0,0.9528301886792453,3394.1612,33.941612,2.950245,-1.0,True,portfolio_only_quality_tradeoff
no_eps,grid_sig_noeps_ind_def_nogeom_strict,True,False,none,True,True,False,False,True,False,3,40,32,96,15.1288965,7.09466575,29.573808666666668,-12.411084,146.091373,9.7167335,-40.091463,0.1145833333333333,0.1666666666666666,0.1875,0.0476190476190476,0.0536585365853658,0.0634146341463414,0.0873015873015873,0.0780487804878048,0.0313043478260869,10.151574875,-3.5604427999999997,125.1870222,backtrader,10000.0,8.0,96,94,58,16461.804000000004,64.61804000000004,-17.0429095328972,113,5,40,2025-10-24,2026-08-21,False,,1.0,0.9056603773584906,3107.512,31.07512,2.878055,-2.0,True,portfolio_only_quality_tradeoff
no_eps,grid_sig_noeps_ind_def_clean_relaxed,True,False,none,True,True,False,True,True,True,5,40,34,101,16.7422235,7.828171666666666,30.336332,-12.411084,146.091373,10.9246485,-40.091463,0.1089108910891089,0.1584158415841584,0.1782178217821782,0.0476190476190476,0.0536585365853658,0.0634146341463414,0.0873015873015873,0.0780487804878048,0.0313043478260869,14.5784603,-3.1842909999999995,125.1870222,backtrader,10000.0,8.0,101,99,60,16165.226000000002,61.65226000000001,-16.990857121873383,109,5,40,2025-10-24,2026-08-21,False,,1.0,0.9528301886792453,2810.934,28.10934,2.930107,-2.0,True,portfolio_only_quality_tradeoff
no_eps,grid_sig_noeps_noind_def_clean_relaxed,True,False,none,False,True,False,True,True,True,4,40,34,106,15.1288965,7.749535,28.726487875,-12.411084,146.091373,10.9246485,-40.091463,0.1037735849056603,0.1509433962264151,0.160377358490566,0.0476190476190476,0.0536585365853658,0.0634146341463414,0.0873015873015873,0.0780487804878048,0.0295652173913043,12.2089833,-3.1842909999999995,125.1870222,backtrader,10000.0,8.0,106,102,60,15664.591200000004,56.645912000000045,-19.920964222031333,113,6,40,2025-10-24,2026-08-21,False,,1.0,1.0,2310.2992,23.102992,0.0,-1.0,True,portfolio_only_quality_tradeoff
no_eps,grid_sig_noeps_ind_def_nogeom_relaxed,True,False,none,True,True,False,False,True,True,4,40,34,101,16.7422235,7.828171666666666,30.336332,-12.411084,146.091373,10.9246485,-40.091463,0.1089108910891089,0.1683168316831683,0.1782178217821782,0.0476190476190476,0.0536585365853658,0.0634146341463414,0.0952380952380952,0.0829268292682926,0.0313043478260869,14.5784603,-3.5604427999999997,125.1870222,backtrader,10000.0,8.0,101,99,60,15130.306000000004,51.303060000000045,-16.990857121873383,113,5,40,2025-10-24,2026-08-21,False,,1.0,0.9528301886792453,1776.014,17.76014,2.930107,-2.0,True,portfolio_only_quality_tradeoff
no_eps,grid_sig_noeps_noind_def_nogeom_relaxed,True,False,none,False,True,False,False,True,True,3,40,34,106,15.1288965,7.749535,28.726487875,-12.411084,146.091373,10.9246485,-40.091463,0.1037735849056603,0.160377358490566,0.1698113207547169,0.0476190476190476,0.0536585365853658,0.0634146341463414,0.0952380952380952,0.0829268292682926,0.0313043478260869,12.2089833,-4.8678289999999995,125.1870222,backtrader,10000.0,8.0,106,102,61,14317.708800000004,43.17708800000004,-19.920964222031333,117,7,40,2025-10-24,2026-08-21,False,,1.0,1.0,963.4168,9.634168,0.0,0.0,True,portfolio_only_quality_tradeoff
no_eps,grid_sig_noeps_ind_prox_nogeom_strict,True,False,none,True,True,True,False,True,False,4,40,32,96,16.7422235,7.985445,29.573808666666668,-12.411084,111.86084266666668,10.9246485,-40.091463,0.125,0.15625,0.1770833333333333,0.0555555555555555,0.0585365853658536,0.0682926829268292,0.0793650793650793,0.073170731707317,0.0295652173913043,12.2089833,-7.1424176,125.1870222,backtrader,10000.0,8.0,96,94,58,13862.270000000004,38.62270000000003,-16.868050939312273,113,7,40,2025-10-24,2026-08-21,False,,1.0,0.9056603773584906,507.978,5.07978,3.052913,0.0,True,portfolio_only_quality_tradeoff
no_eps,grid_sig_noeps_noind_def_nogeom_strict,True,False,none,False,True,False,False,True,False,2,40,32,100,14.58025325,7.640847875,27.794369625,-12.411084,146.091373,9.7167335,-40.091463,0.11,0.16,0.18,0.0476190476190476,0.0536585365853658,0.0634146341463414,0.0873015873015873,0.0780487804878048,0.0313043478260869,8.284235500000001,-4.8678289999999995,125.1870222,backtrader,10000.0,8.0,100,96,59,13843.076800000004,38.43076800000003,-19.78585385681475,113,7,40,2025-10-24,2026-08-21,False,,1.0,0.9433962264150944,488.7848,4.887848,0.13511,0.0,True,portfolio_only_quality_tradeoff
no_eps,grid_sig_noeps_ind_def_keep_strict,True,False,none,True,True,False,False,False,False,2,40,35,101,17.916871,7.906808333333333,26.415547250000003,-12.411084,146.091373,10.710322,-40.091463,0.1089108910891089,0.1683168316831683,0.1782178217821782,0.0396825396825396,0.0536585365853658,0.0634146341463414,0.0873015873015873,0.0829268292682926,0.0313043478260869,15.563289966666666,-3.1842909999999995,125.1870222,backtrader,10000.0,8.0,101,97,61,13651.948000000008,36.51948000000007,-16.990857121873383,118,7,40,2025-10-24,2026-08-21,False,,1.0,0.9528301886792453,297.656,2.97656,2.930107,0.0,True,portfolio_only_quality_tradeoff
no_eps,grid_act_noeps_ind_prox_keep_strict,False,True,none,True,True,True,False,False,False,4,40,35,101,18.037657,8.284235500000001,27.107606166666667,-12.411084,111.86084266666668,11.898034,-40.091463,0.1287128712871287,0.1683168316831683,0.1782178217821782,0.0555555555555555,0.0634146341463414,0.073170731707317,0.0873015873015873,0.0829268292682926,0.0313043478260869,15.677951999999998,-3.1842909999999995,125.1870222,backtrader,10000.0,8.0,101,97,60,16979.4328,69.79432799999998,-16.97071922138511,120,7,40,2025-10-24,2026-08-21,True,3.0,1.0,0.9528301886792453,3625.1408,36.251408,2.950245,0.0,False,portfolio_only_quality_tradeoff
no_eps,grid_sig_noeps_ind_prox_keep_relaxed,True,False,none,True,True,True,False,False,True,4,40,35,101,18.037657,8.284235500000001,27.107606166666667,-12.411084,111.86084266666668,11.898034,-40.091463,0.1287128712871287,0.1683168316831683,0.1782178217821782,0.0555555555555555,0.0634146341463414,0.073170731707317,0.0873015873015873,0.0829268292682926,0.0313043478260869,15.677951999999998,-3.1842909999999995,125.1870222,backtrader,10000.0,8.0,101,97,60,16979.4328,69.79432799999998,-16.97071922138511,120,7,40,2025-10-24,2026-08-21,True,3.0,1.0,0.9528301886792453,3625.1408,36.251408,2.950245,0.0,False,portfolio_only_quality_tradeoff
no_eps,grid_act_noeps_ind_prox_keep_relaxed,False,True,none,True,True,True,False,False,True,5,40,35,101,18.037657,8.284235500000001,27.107606166666667,-12.411084,111.86084266666668,11.898034,-40.091463,0.1287128712871287,0.1683168316831683,0.1782178217821782,0.0555555555555555,0.0634146341463414,0.073170731707317,0.0873015873015873,0.0829268292682926,0.0313043478260869,15.677951999999998,-3.1842909999999995,125.1870222,backtrader,10000.0,8.0,101,97,60,16979.4328,69.79432799999998,-16.97071922138511,120,7,40,2025-10-24,2026-08-21,True,3.0,1.0,0.9528301886792453,3625.1408,36.251408,2.950245,0.0,False,portfolio_only_quality_tradeoff
no_eps,grid_sig_noeps_ind_prox_nodry_relaxed,True,False,none,True,True,True,True,False,True,5,40,35,101,18.037657,8.284235500000001,27.107606166666667,-12.411084,111.86084266666668,11.898034,-40.091463,0.1287128712871287,0.1683168316831683,0.1782178217821782,0.0555555555555555,0.0634146341463414,0.073170731707317,0.0873015873015873,0.0829268292682926,0.0313043478260869,16.33078145833333,-3.1842909999999995,125.1870222,backtrader,10000.0,8.0,101,97,60,16979.4328,69.79432799999998,-16.97071922138511,120,7,40,2025-10-24,2026-08-21,True,3.0,1.0,0.9528301886792453,3625.1408,36.251408,2.950245,0.0,False,portfolio_only_quality_tradeoff
no_eps,grid_act_noeps_ind_prox_nodry_relaxed,False,True,none,True,True,True,True,False,True,6,40,35,101,18.037657,8.284235500000001,27.107606166666667,-12.411084,111.86084266666668,11.898034,-40.091463,0.1287128712871287,0.1683168316831683,0.1782178217821782,0.0555555555555555,0.0634146341463414,0.073170731707317,0.0873015873015873,0.0829268292682926,0.0313043478260869,16.33078145833333,-3.1842909999999995,125.1870222,backtrader,10000.0,8.0,101,97,60,16979.4328,69.79432799999998,-16.97071922138511,120,7,40,2025-10-24,2026-08-21,True,3.0,1.0,0.9528301886792453,3625.1408,36.251408,2.950245,0.0,False,portfolio_only_quality_tradeoff
