eps_mode,variant,signal_wide,actionable_gate,eps_gate,industry_cover,core_quality_gate,proximity_reorder,pullback_dry_hard_filter,geometry_caution_hard_filter,relaxed_fill,rule_count
with_eps,skill_industry_eps_known,False,True,known,True,False,False,False,False,False,3
with_eps,clean_eps_pass_no_dry_no_geom_caution,False,True,pass25,True,False,False,True,True,True,6
with_eps,signal_core_quality_eps_pass,True,False,pass25,True,True,False,False,False,False,3
with_eps,grid_act_noeps_ind_def_keep_strict,False,True,none,True,True,False,False,False,False,3
with_eps,grid_act_noeps_ind_def_keep_relaxed,False,True,none,True,True,False,False,False,True,4
with_eps,grid_act_noeps_ind_def_nodry_strict,False,True,none,True,True,False,True,False,False,4
with_eps,grid_act_noeps_ind_def_nodry_relaxed,False,True,none,True,True,False,True,False,True,5
with_eps,grid_act_noeps_ind_def_nogeom_strict,False,True,none,True,True,False,False,True,False,4
with_eps,grid_act_noeps_ind_def_nogeom_relaxed,False,True,none,True,True,False,False,True,True,5
with_eps,grid_act_noeps_ind_def_clean_strict,False,True,none,True,True,False,True,True,False,5
with_eps,grid_act_noeps_ind_def_clean_relaxed,False,True,none,True,True,False,True,True,True,6
with_eps,grid_act_noeps_ind_prox_keep_strict,False,True,none,True,True,True,False,False,False,4
with_eps,grid_act_noeps_ind_prox_keep_relaxed,False,True,none,True,True,True,False,False,True,5
with_eps,grid_act_noeps_ind_prox_nodry_strict,False,True,none,True,True,True,True,False,False,5
with_eps,grid_act_noeps_ind_prox_nodry_relaxed,False,True,none,True,True,True,True,False,True,6
with_eps,grid_act_noeps_ind_prox_nogeom_strict,False,True,none,True,True,True,False,True,False,5
with_eps,grid_act_noeps_ind_prox_nogeom_relaxed,False,True,none,True,True,True,False,True,True,6
with_eps,grid_act_noeps_ind_prox_clean_strict,False,True,none,True,True,True,True,True,False,6
with_eps,grid_act_noeps_ind_prox_clean_relaxed,False,True,none,True,True,True,True,True,True,7
with_eps,grid_act_noeps_noind_def_keep_strict,False,True,none,False,True,False,False,False,False,2
with_eps,grid_act_noeps_noind_def_keep_relaxed,False,True,none,False,True,False,False,False,True,3
with_eps,grid_act_noeps_noind_def_nodry_strict,False,True,none,False,True,False,True,False,False,3
with_eps,grid_act_noeps_noind_def_nodry_relaxed,False,True,none,False,True,False,True,False,True,4
with_eps,grid_act_noeps_noind_def_nogeom_strict,False,True,none,False,True,False,False,True,False,3
with_eps,grid_act_noeps_noind_def_nogeom_relaxed,False,True,none,False,True,False,False,True,True,4
with_eps,grid_act_noeps_noind_def_clean_strict,False,True,none,False,True,False,True,True,False,4
with_eps,grid_act_noeps_noind_def_clean_relaxed,False,True,none,False,True,False,True,True,True,5
with_eps,grid_act_noeps_noind_prox_keep_strict,False,True,none,False,True,True,False,False,False,3
with_eps,grid_act_noeps_noind_prox_keep_relaxed,False,True,none,False,True,True,False,False,True,4
with_eps,grid_act_noeps_noind_prox_nodry_strict,False,True,none,False,True,True,True,False,False,4
with_eps,grid_act_noeps_noind_prox_nodry_relaxed,False,True,none,False,True,True,True,False,True,5
with_eps,grid_act_noeps_noind_prox_nogeom_strict,False,True,none,False,True,True,False,True,False,4
with_eps,grid_act_noeps_noind_prox_nogeom_relaxed,False,True,none,False,True,True,False,True,True,5
with_eps,grid_act_noeps_noind_prox_clean_strict,False,True,none,False,True,True,True,True,False,5
with_eps,grid_act_noeps_noind_prox_clean_relaxed,False,True,none,False,True,True,True,True,True,6
with_eps,grid_act_epsknown_ind_def_keep_strict,False,True,known,True,True,False,False,False,False,4
with_eps,grid_act_epsknown_ind_def_keep_relaxed,False,True,known,True,True,False,False,False,True,5
with_eps,grid_act_epsknown_ind_def_nodry_strict,False,True,known,True,True,False,True,False,False,5
with_eps,grid_act_epsknown_ind_def_nodry_relaxed,False,True,known,True,True,False,True,False,True,6
with_eps,grid_act_epsknown_ind_def_nogeom_strict,False,True,known,True,True,False,False,True,False,5
with_eps,grid_act_epsknown_ind_def_nogeom_relaxed,False,True,known,True,True,False,False,True,True,6
with_eps,grid_act_epsknown_ind_def_clean_strict,False,True,known,True,True,False,True,True,False,6
with_eps,grid_act_epsknown_ind_def_clean_relaxed,False,True,known,True,True,False,True,True,True,7
with_eps,grid_act_epsknown_ind_prox_keep_strict,False,True,known,True,True,True,False,False,False,5
with_eps,grid_act_epsknown_ind_prox_keep_relaxed,False,True,known,True,True,True,False,False,True,6
with_eps,grid_act_epsknown_ind_prox_nodry_strict,False,True,known,True,True,True,True,False,False,6
with_eps,grid_act_epsknown_ind_prox_nodry_relaxed,False,True,known,True,True,True,True,False,True,7
with_eps,grid_act_epsknown_ind_prox_nogeom_strict,False,True,known,True,True,True,False,True,False,6
with_eps,grid_act_epsknown_ind_prox_nogeom_relaxed,False,True,known,True,True,True,False,True,True,7
with_eps,grid_act_epsknown_ind_prox_clean_strict,False,True,known,True,True,True,True,True,False,7
with_eps,grid_act_epsknown_ind_prox_clean_relaxed,False,True,known,True,True,True,True,True,True,8
with_eps,grid_act_epsknown_noind_def_keep_strict,False,True,known,False,True,False,False,False,False,3
with_eps,grid_act_epsknown_noind_def_keep_relaxed,False,True,known,False,True,False,False,False,True,4
with_eps,grid_act_epsknown_noind_def_nodry_strict,False,True,known,False,True,False,True,False,False,4
with_eps,grid_act_epsknown_noind_def_nodry_relaxed,False,True,known,False,True,False,True,False,True,5
with_eps,grid_act_epsknown_noind_def_nogeom_strict,False,True,known,False,True,False,False,True,False,4
with_eps,grid_act_epsknown_noind_def_nogeom_relaxed,False,True,known,False,True,False,False,True,True,5
with_eps,grid_act_epsknown_noind_def_clean_strict,False,True,known,False,True,False,True,True,False,5
with_eps,grid_act_epsknown_noind_def_clean_relaxed,False,True,known,False,True,False,True,True,True,6
with_eps,grid_act_epsknown_noind_prox_keep_strict,False,True,known,False,True,True,False,False,False,4
with_eps,grid_act_epsknown_noind_prox_keep_relaxed,False,True,known,False,True,True,False,False,True,5
with_eps,grid_act_epsknown_noind_prox_nodry_strict,False,True,known,False,True,True,True,False,False,5
with_eps,grid_act_epsknown_noind_prox_nodry_relaxed,False,True,known,False,True,True,True,False,True,6
with_eps,grid_act_epsknown_noind_prox_nogeom_strict,False,True,known,False,True,True,False,True,False,5
with_eps,grid_act_epsknown_noind_prox_nogeom_relaxed,False,True,known,False,True,True,False,True,True,6
with_eps,grid_act_epsknown_noind_prox_clean_strict,False,True,known,False,True,True,True,True,False,6
with_eps,grid_act_epsknown_noind_prox_clean_relaxed,False,True,known,False,True,True,True,True,True,7
with_eps,grid_act_epspass_ind_def_keep_strict,False,True,pass25,True,True,False,False,False,False,4
with_eps,grid_act_epspass_ind_def_keep_relaxed,False,True,pass25,True,True,False,False,False,True,5
with_eps,grid_act_epspass_ind_def_nodry_strict,False,True,pass25,True,True,False,True,False,False,5
with_eps,grid_act_epspass_ind_def_nodry_relaxed,False,True,pass25,True,True,False,True,False,True,6
with_eps,grid_act_epspass_ind_def_nogeom_strict,False,True,pass25,True,True,False,False,True,False,5
with_eps,grid_act_epspass_ind_def_nogeom_relaxed,False,True,pass25,True,True,False,False,True,True,6
with_eps,grid_act_epspass_ind_def_clean_strict,False,True,pass25,True,True,False,True,True,False,6
with_eps,grid_act_epspass_ind_def_clean_relaxed,False,True,pass25,True,True,False,True,True,True,7
with_eps,grid_act_epspass_ind_prox_keep_strict,False,True,pass25,True,True,True,False,False,False,5
with_eps,grid_act_epspass_ind_prox_keep_relaxed,False,True,pass25,True,True,True,False,False,True,6
with_eps,grid_act_epspass_ind_prox_nodry_strict,False,True,pass25,True,True,True,True,False,False,6
with_eps,grid_act_epspass_ind_prox_nodry_relaxed,False,True,pass25,True,True,True,True,False,True,7
with_eps,grid_act_epspass_ind_prox_nogeom_strict,False,True,pass25,True,True,True,False,True,False,6
with_eps,grid_act_epspass_ind_prox_nogeom_relaxed,False,True,pass25,True,True,True,False,True,True,7
with_eps,grid_act_epspass_ind_prox_clean_strict,False,True,pass25,True,True,True,True,True,False,7
with_eps,grid_act_epspass_ind_prox_clean_relaxed,False,True,pass25,True,True,True,True,True,True,8
with_eps,grid_act_epspass_noind_def_keep_strict,False,True,pass25,False,True,False,False,False,False,3
with_eps,grid_act_epspass_noind_def_keep_relaxed,False,True,pass25,False,True,False,False,False,True,4
with_eps,grid_act_epspass_noind_def_nodry_strict,False,True,pass25,False,True,False,True,False,False,4
with_eps,grid_act_epspass_noind_def_nodry_relaxed,False,True,pass25,False,True,False,True,False,True,5
with_eps,grid_act_epspass_noind_def_nogeom_strict,False,True,pass25,False,True,False,False,True,False,4
with_eps,grid_act_epspass_noind_def_nogeom_relaxed,False,True,pass25,False,True,False,False,True,True,5
with_eps,grid_act_epspass_noind_def_clean_strict,False,True,pass25,False,True,False,True,True,False,5
with_eps,grid_act_epspass_noind_def_clean_relaxed,False,True,pass25,False,True,False,True,True,True,6
with_eps,grid_act_epspass_noind_prox_keep_strict,False,True,pass25,False,True,True,False,False,False,4
with_eps,grid_act_epspass_noind_prox_keep_relaxed,False,True,pass25,False,True,True,False,False,True,5
with_eps,grid_act_epspass_noind_prox_nodry_strict,False,True,pass25,False,True,True,True,False,False,5
with_eps,grid_act_epspass_noind_prox_nodry_relaxed,False,True,pass25,False,True,True,True,False,True,6
with_eps,grid_act_epspass_noind_prox_nogeom_strict,False,True,pass25,False,True,True,False,True,False,5
with_eps,grid_act_epspass_noind_prox_nogeom_relaxed,False,True,pass25,False,True,True,False,True,True,6
with_eps,grid_act_epspass_noind_prox_clean_strict,False,True,pass25,False,True,True,True,True,False,6
with_eps,grid_act_epspass_noind_prox_clean_relaxed,False,True,pass25,False,True,True,True,True,True,7
with_eps,grid_sig_noeps_ind_def_keep_strict,True,False,none,True,True,False,False,False,False,2
with_eps,grid_sig_noeps_ind_def_keep_relaxed,True,False,none,True,True,False,False,False,True,3
with_eps,grid_sig_noeps_ind_def_nodry_strict,True,False,none,True,True,False,True,False,False,3
with_eps,grid_sig_noeps_ind_def_nodry_relaxed,True,False,none,True,True,False,True,False,True,4
with_eps,grid_sig_noeps_ind_def_nogeom_strict,True,False,none,True,True,False,False,True,False,3
with_eps,grid_sig_noeps_ind_def_nogeom_relaxed,True,False,none,True,True,False,False,True,True,4
with_eps,grid_sig_noeps_ind_def_clean_strict,True,False,none,True,True,False,True,True,False,4
with_eps,grid_sig_noeps_ind_def_clean_relaxed,True,False,none,True,True,False,True,True,True,5
with_eps,grid_sig_noeps_ind_prox_keep_strict,True,False,none,True,True,True,False,False,False,3
with_eps,grid_sig_noeps_ind_prox_keep_relaxed,True,False,none,True,True,True,False,False,True,4
with_eps,grid_sig_noeps_ind_prox_nodry_strict,True,False,none,True,True,True,True,False,False,4
with_eps,grid_sig_noeps_ind_prox_nodry_relaxed,True,False,none,True,True,True,True,False,True,5
with_eps,grid_sig_noeps_ind_prox_nogeom_strict,True,False,none,True,True,True,False,True,False,4
with_eps,grid_sig_noeps_ind_prox_nogeom_relaxed,True,False,none,True,True,True,False,True,True,5
with_eps,grid_sig_noeps_ind_prox_clean_strict,True,False,none,True,True,True,True,True,False,5
with_eps,grid_sig_noeps_ind_prox_clean_relaxed,True,False,none,True,True,True,True,True,True,6
with_eps,grid_sig_noeps_noind_def_keep_strict,True,False,none,False,True,False,False,False,False,1
with_eps,grid_sig_noeps_noind_def_keep_relaxed,True,False,none,False,True,False,False,False,True,2
with_eps,grid_sig_noeps_noind_def_nodry_strict,True,False,none,False,True,False,True,False,False,2
with_eps,grid_sig_noeps_noind_def_nodry_relaxed,True,False,none,False,True,False,True,False,True,3
with_eps,grid_sig_noeps_noind_def_nogeom_strict,True,False,none,False,True,False,False,True,False,2
with_eps,grid_sig_noeps_noind_def_nogeom_relaxed,True,False,none,False,True,False,False,True,True,3
with_eps,grid_sig_noeps_noind_def_clean_strict,True,False,none,False,True,False,True,True,False,3
with_eps,grid_sig_noeps_noind_def_clean_relaxed,True,False,none,False,True,False,True,True,True,4
with_eps,grid_sig_noeps_noind_prox_keep_strict,True,False,none,False,True,True,False,False,False,2
with_eps,grid_sig_noeps_noind_prox_keep_relaxed,True,False,none,False,True,True,False,False,True,3
with_eps,grid_sig_noeps_noind_prox_nodry_strict,True,False,none,False,True,True,True,False,False,3
with_eps,grid_sig_noeps_noind_prox_nodry_relaxed,True,False,none,False,True,True,True,False,True,4
with_eps,grid_sig_noeps_noind_prox_nogeom_strict,True,False,none,False,True,True,False,True,False,3
with_eps,grid_sig_noeps_noind_prox_nogeom_relaxed,True,False,none,False,True,True,False,True,True,4
with_eps,grid_sig_noeps_noind_prox_clean_strict,True,False,none,False,True,True,True,True,False,4
with_eps,grid_sig_noeps_noind_prox_clean_relaxed,True,False,none,False,True,True,True,True,True,5
with_eps,grid_sig_epsknown_ind_def_keep_strict,True,False,known,True,True,False,False,False,False,3
with_eps,grid_sig_epsknown_ind_def_keep_relaxed,True,False,known,True,True,False,False,False,True,4
with_eps,grid_sig_epsknown_ind_def_nodry_strict,True,False,known,True,True,False,True,False,False,4
with_eps,grid_sig_epsknown_ind_def_nodry_relaxed,True,False,known,True,True,False,True,False,True,5
with_eps,grid_sig_epsknown_ind_def_nogeom_strict,True,False,known,True,True,False,False,True,False,4
with_eps,grid_sig_epsknown_ind_def_nogeom_relaxed,True,False,known,True,True,False,False,True,True,5
with_eps,grid_sig_epsknown_ind_def_clean_strict,True,False,known,True,True,False,True,True,False,5
with_eps,grid_sig_epsknown_ind_def_clean_relaxed,True,False,known,True,True,False,True,True,True,6
with_eps,grid_sig_epsknown_ind_prox_keep_strict,True,False,known,True,True,True,False,False,False,4
with_eps,grid_sig_epsknown_ind_prox_keep_relaxed,True,False,known,True,True,True,False,False,True,5
with_eps,grid_sig_epsknown_ind_prox_nodry_strict,True,False,known,True,True,True,True,False,False,5
with_eps,grid_sig_epsknown_ind_prox_nodry_relaxed,True,False,known,True,True,True,True,False,True,6
with_eps,grid_sig_epsknown_ind_prox_nogeom_strict,True,False,known,True,True,True,False,True,False,5
with_eps,grid_sig_epsknown_ind_prox_nogeom_relaxed,True,False,known,True,True,True,False,True,True,6
with_eps,grid_sig_epsknown_ind_prox_clean_strict,True,False,known,True,True,True,True,True,False,6
with_eps,grid_sig_epsknown_ind_prox_clean_relaxed,True,False,known,True,True,True,True,True,True,7
with_eps,grid_sig_epsknown_noind_def_keep_strict,True,False,known,False,True,False,False,False,False,2
with_eps,grid_sig_epsknown_noind_def_keep_relaxed,True,False,known,False,True,False,False,False,True,3
with_eps,grid_sig_epsknown_noind_def_nodry_strict,True,False,known,False,True,False,True,False,False,3
with_eps,grid_sig_epsknown_noind_def_nodry_relaxed,True,False,known,False,True,False,True,False,True,4
with_eps,grid_sig_epsknown_noind_def_nogeom_strict,True,False,known,False,True,False,False,True,False,3
with_eps,grid_sig_epsknown_noind_def_nogeom_relaxed,True,False,known,False,True,False,False,True,True,4
with_eps,grid_sig_epsknown_noind_def_clean_strict,True,False,known,False,True,False,True,True,False,4
with_eps,grid_sig_epsknown_noind_def_clean_relaxed,True,False,known,False,True,False,True,True,True,5
with_eps,grid_sig_epsknown_noind_prox_keep_strict,True,False,known,False,True,True,False,False,False,3
with_eps,grid_sig_epsknown_noind_prox_keep_relaxed,True,False,known,False,True,True,False,False,True,4
with_eps,grid_sig_epsknown_noind_prox_nodry_strict,True,False,known,False,True,True,True,False,False,4
with_eps,grid_sig_epsknown_noind_prox_nodry_relaxed,True,False,known,False,True,True,True,False,True,5
with_eps,grid_sig_epsknown_noind_prox_nogeom_strict,True,False,known,False,True,True,False,True,False,4
with_eps,grid_sig_epsknown_noind_prox_nogeom_relaxed,True,False,known,False,True,True,False,True,True,5
with_eps,grid_sig_epsknown_noind_prox_clean_strict,True,False,known,False,True,True,True,True,False,5
with_eps,grid_sig_epsknown_noind_prox_clean_relaxed,True,False,known,False,True,True,True,True,True,6
with_eps,grid_sig_epspass_ind_def_keep_strict,True,False,pass25,True,True,False,False,False,False,3
with_eps,grid_sig_epspass_ind_def_keep_relaxed,True,False,pass25,True,True,False,False,False,True,4
with_eps,grid_sig_epspass_ind_def_nodry_strict,True,False,pass25,True,True,False,True,False,False,4
with_eps,grid_sig_epspass_ind_def_nodry_relaxed,True,False,pass25,True,True,False,True,False,True,5
with_eps,grid_sig_epspass_ind_def_nogeom_strict,True,False,pass25,True,True,False,False,True,False,4
with_eps,grid_sig_epspass_ind_def_nogeom_relaxed,True,False,pass25,True,True,False,False,True,True,5
with_eps,grid_sig_epspass_ind_def_clean_strict,True,False,pass25,True,True,False,True,True,False,5
with_eps,grid_sig_epspass_ind_def_clean_relaxed,True,False,pass25,True,True,False,True,True,True,6
with_eps,grid_sig_epspass_ind_prox_keep_strict,True,False,pass25,True,True,True,False,False,False,4
with_eps,grid_sig_epspass_ind_prox_keep_relaxed,True,False,pass25,True,True,True,False,False,True,5
with_eps,grid_sig_epspass_ind_prox_nodry_strict,True,False,pass25,True,True,True,True,False,False,5
with_eps,grid_sig_epspass_ind_prox_nodry_relaxed,True,False,pass25,True,True,True,True,False,True,6
with_eps,grid_sig_epspass_ind_prox_nogeom_strict,True,False,pass25,True,True,True,False,True,False,5
with_eps,grid_sig_epspass_ind_prox_nogeom_relaxed,True,False,pass25,True,True,True,False,True,True,6
with_eps,grid_sig_epspass_ind_prox_clean_strict,True,False,pass25,True,True,True,True,True,False,6
with_eps,grid_sig_epspass_ind_prox_clean_relaxed,True,False,pass25,True,True,True,True,True,True,7
with_eps,grid_sig_epspass_noind_def_keep_strict,True,False,pass25,False,True,False,False,False,False,2
with_eps,grid_sig_epspass_noind_def_keep_relaxed,True,False,pass25,False,True,False,False,False,True,3
with_eps,grid_sig_epspass_noind_def_nodry_strict,True,False,pass25,False,True,False,True,False,False,3
with_eps,grid_sig_epspass_noind_def_nodry_relaxed,True,False,pass25,False,True,False,True,False,True,4
with_eps,grid_sig_epspass_noind_def_nogeom_strict,True,False,pass25,False,True,False,False,True,False,3
with_eps,grid_sig_epspass_noind_def_nogeom_relaxed,True,False,pass25,False,True,False,False,True,True,4
with_eps,grid_sig_epspass_noind_def_clean_strict,True,False,pass25,False,True,False,True,True,False,4
with_eps,grid_sig_epspass_noind_def_clean_relaxed,True,False,pass25,False,True,False,True,True,True,5
with_eps,grid_sig_epspass_noind_prox_keep_strict,True,False,pass25,False,True,True,False,False,False,3
with_eps,grid_sig_epspass_noind_prox_keep_relaxed,True,False,pass25,False,True,True,False,False,True,4
with_eps,grid_sig_epspass_noind_prox_nodry_strict,True,False,pass25,False,True,True,True,False,False,4
with_eps,grid_sig_epspass_noind_prox_nodry_relaxed,True,False,pass25,False,True,True,True,False,True,5
with_eps,grid_sig_epspass_noind_prox_nogeom_strict,True,False,pass25,False,True,True,False,True,False,4
with_eps,grid_sig_epspass_noind_prox_nogeom_relaxed,True,False,pass25,False,True,True,False,True,True,5
with_eps,grid_sig_epspass_noind_prox_clean_strict,True,False,pass25,False,True,True,True,True,False,5
with_eps,grid_sig_epspass_noind_prox_clean_relaxed,True,False,pass25,False,True,True,True,True,True,6
with_eps,grid_act_epspass2known_ind_def_keep_relaxed,False,True,pass25_then_known_fill,True,True,False,False,False,True,6
with_eps,grid_act_epspass2known_ind_def_nodry_relaxed,False,True,pass25_then_known_fill,True,True,False,True,False,True,7
with_eps,grid_act_epspass2known_ind_def_nogeom_relaxed,False,True,pass25_then_known_fill,True,True,False,False,True,True,7
with_eps,grid_act_epspass2known_ind_def_clean_relaxed,False,True,pass25_then_known_fill,True,True,False,True,True,True,8
with_eps,grid_act_epspass2known_ind_prox_keep_relaxed,False,True,pass25_then_known_fill,True,True,True,False,False,True,7
with_eps,grid_act_epspass2known_ind_prox_nodry_relaxed,False,True,pass25_then_known_fill,True,True,True,True,False,True,8
with_eps,grid_act_epspass2known_ind_prox_nogeom_relaxed,False,True,pass25_then_known_fill,True,True,True,False,True,True,8
with_eps,grid_act_epspass2known_ind_prox_clean_relaxed,False,True,pass25_then_known_fill,True,True,True,True,True,True,9
with_eps,grid_act_epspass2known_noind_def_keep_relaxed,False,True,pass25_then_known_fill,False,True,False,False,False,True,5
with_eps,grid_act_epspass2known_noind_def_nodry_relaxed,False,True,pass25_then_known_fill,False,True,False,True,False,True,6
with_eps,grid_act_epspass2known_noind_def_nogeom_relaxed,False,True,pass25_then_known_fill,False,True,False,False,True,True,6
with_eps,grid_act_epspass2known_noind_def_clean_relaxed,False,True,pass25_then_known_fill,False,True,False,True,True,True,7
with_eps,grid_act_epspass2known_noind_prox_keep_relaxed,False,True,pass25_then_known_fill,False,True,True,False,False,True,6
with_eps,grid_act_epspass2known_noind_prox_nodry_relaxed,False,True,pass25_then_known_fill,False,True,True,True,False,True,7
with_eps,grid_act_epspass2known_noind_prox_nogeom_relaxed,False,True,pass25_then_known_fill,False,True,True,False,True,True,7
with_eps,grid_act_epspass2known_noind_prox_clean_relaxed,False,True,pass25_then_known_fill,False,True,True,True,True,True,8
with_eps,grid_sig_epspass2known_ind_def_keep_relaxed,True,False,pass25_then_known_fill,True,True,False,False,False,True,5
with_eps,grid_sig_epspass2known_ind_def_nodry_relaxed,True,False,pass25_then_known_fill,True,True,False,True,False,True,6
with_eps,grid_sig_epspass2known_ind_def_nogeom_relaxed,True,False,pass25_then_known_fill,True,True,False,False,True,True,6
with_eps,grid_sig_epspass2known_ind_def_clean_relaxed,True,False,pass25_then_known_fill,True,True,False,True,True,True,7
