eps_mode,variant,signal_wide,actionable_gate,eps_gate,industry_cover,core_quality_gate,proximity_reorder,pullback_dry_hard_filter,geometry_caution_hard_filter,relaxed_fill,rule_count
with_eps,grid_sig_epspass2known_ind_prox_keep_relaxed,True,False,pass25_then_known_fill,True,True,True,False,False,True,6
with_eps,grid_sig_epspass2known_ind_prox_nodry_relaxed,True,False,pass25_then_known_fill,True,True,True,True,False,True,7
with_eps,grid_sig_epspass2known_ind_prox_nogeom_relaxed,True,False,pass25_then_known_fill,True,True,True,False,True,True,7
with_eps,grid_sig_epspass2known_ind_prox_clean_relaxed,True,False,pass25_then_known_fill,True,True,True,True,True,True,8
with_eps,grid_sig_epspass2known_noind_def_keep_relaxed,True,False,pass25_then_known_fill,False,True,False,False,False,True,4
with_eps,grid_sig_epspass2known_noind_def_nodry_relaxed,True,False,pass25_then_known_fill,False,True,False,True,False,True,5
with_eps,grid_sig_epspass2known_noind_def_nogeom_relaxed,True,False,pass25_then_known_fill,False,True,False,False,True,True,5
with_eps,grid_sig_epspass2known_noind_def_clean_relaxed,True,False,pass25_then_known_fill,False,True,False,True,True,True,6
with_eps,grid_sig_epspass2known_noind_prox_keep_relaxed,True,False,pass25_then_known_fill,False,True,True,False,False,True,5
with_eps,grid_sig_epspass2known_noind_prox_nodry_relaxed,True,False,pass25_then_known_fill,False,True,True,True,False,True,6
with_eps,grid_sig_epspass2known_noind_prox_nogeom_relaxed,True,False,pass25_then_known_fill,False,True,True,False,True,True,6
with_eps,grid_sig_epspass2known_noind_prox_clean_relaxed,True,False,pass25_then_known_fill,False,True,True,True,True,True,7
