variant,skeptical_status,final_value,total_return_pct,max_drawdown_pct,stop_events,input_picks,rebalance_events,median_week_avg_latest_return_pct,min_week_avg_latest_return_pct,pick_bottom5_precision_bad,pick_stop_rate,missed_baseline_weeks,missed_baseline_avg_return_pct,overlap_avg_return_delta_pct,non_actionable_pick_rate,extended_pick_rate,clear_geometry_pick_rate,freshness_missing_pick_rate,below_candidate_buy_point_pick_rate,rule_count,scope,eps_gate,core_mode,geometry_mode,freshness_mode,buy_point_mode,industry_cover,research_order,max_picks
sk_sigext_epspass_corestrict_freshstrict_bpstrict_geomclean_noind_def_top2,portfolio_tradeoff,16924.419599999994,69.24419599999993,-13.52332203159854,4,75,41,15.5550815,-6.629592,0.16,0.13333333333333333,0,,-2.791677827586206,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,5,sigext,pass25,corestrict,geomclean,freshstrict,bpstrict,False,def,2
sk_sigext_epspass_corestrict_freshstrict_bpallow_geomclean_noind_def_top2,portfolio_tradeoff,16924.419599999994,69.24419599999993,-13.52332203159854,4,75,41,15.5550815,-6.629592,0.16,0.13333333333333333,0,,-2.791677827586206,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,6,sigext,pass25,corestrict,geomclean,freshstrict,bpallow,False,def,2
sk_sigext_epspass_corestrict_freshallow_bpstrict_geomclean_noind_def_top2,portfolio_tradeoff,16924.419599999994,69.24419599999993,-13.52332203159854,4,75,41,15.5550815,-6.629592,0.16,0.13333333333333333,0,,-2.791677827586206,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,6,sigext,pass25,corestrict,geomclean,freshallow,bpstrict,False,def,2
sk_sigext_epspass_corestrict_freshallow_bpallow_geomclean_noind_def_top2,portfolio_tradeoff,16924.419599999994,69.24419599999993,-13.52332203159854,4,75,41,15.5550815,-6.629592,0.16,0.13333333333333333,0,,-2.791677827586206,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,7,sigext,pass25,corestrict,geomclean,freshallow,bpallow,False,def,2
sk_sigext_epspass_coreentryloose_freshstrict_bpstrict_geomclean_noind_def_top2,portfolio_tradeoff,16924.419599999994,69.24419599999993,-13.52332203159854,4,75,41,15.5550815,-6.629592,0.16,0.13333333333333333,0,,-2.791677827586206,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,6,sigext,pass25,coreentryloose,geomclean,freshstrict,bpstrict,False,def,2
sk_sigext_epspass_coreentryloose_freshstrict_bpallow_geomclean_noind_def_top2,portfolio_tradeoff,16924.419599999994,69.24419599999993,-13.52332203159854,4,75,41,15.5550815,-6.629592,0.16,0.13333333333333333,0,,-2.791677827586206,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,7,sigext,pass25,coreentryloose,geomclean,freshstrict,bpallow,False,def,2
sk_sigext_epspass_coreentryloose_freshallow_bpstrict_geomclean_noind_def_top2,portfolio_tradeoff,16924.419599999994,69.24419599999993,-13.52332203159854,4,75,41,15.5550815,-6.629592,0.16,0.13333333333333333,0,,-2.791677827586206,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,7,sigext,pass25,coreentryloose,geomclean,freshallow,bpstrict,False,def,2
sk_sigext_epspass_coreentryloose_freshallow_bpallow_geomclean_noind_def_top2,portfolio_tradeoff,16924.419599999994,69.24419599999993,-13.52332203159854,4,75,41,15.5550815,-6.629592,0.16,0.13333333333333333,0,,-2.791677827586206,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,8,sigext,pass25,coreentryloose,geomclean,freshallow,bpallow,False,def,2
sk_sigext_epspass_coreloose_freshstrict_bpstrict_geomclean_noind_def_top2,portfolio_tradeoff,16924.419599999994,69.24419599999993,-13.52332203159854,4,75,41,15.5550815,-6.629592,0.16,0.13333333333333333,0,,-2.791677827586206,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,7,sigext,pass25,coreloose,geomclean,freshstrict,bpstrict,False,def,2
sk_sigext_epspass_coreloose_freshstrict_bpallow_geomclean_noind_def_top2,portfolio_tradeoff,16924.419599999994,69.24419599999993,-13.52332203159854,4,75,41,15.5550815,-6.629592,0.16,0.13333333333333333,0,,-2.791677827586206,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,8,sigext,pass25,coreloose,geomclean,freshstrict,bpallow,False,def,2
sk_sigext_epspass_coreloose_freshallow_bpstrict_geomclean_noind_def_top2,portfolio_tradeoff,16924.419599999994,69.24419599999993,-13.52332203159854,4,75,41,15.5550815,-6.629592,0.16,0.13333333333333333,0,,-2.791677827586206,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,8,sigext,pass25,coreloose,geomclean,freshallow,bpstrict,False,def,2
sk_sigext_epspass_coreloose_freshallow_bpallow_geomclean_noind_def_top2,portfolio_tradeoff,16924.419599999994,69.24419599999993,-13.52332203159854,4,75,41,15.5550815,-6.629592,0.16,0.13333333333333333,0,,-2.791677827586206,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,9,sigext,pass25,coreloose,geomclean,freshallow,bpallow,False,def,2
sk_sigext_epspass_corestrict_freshstrict_bpstrict_geomallow_ind_def_top2,portfolio_tradeoff,16823.024399999995,68.23024399999996,-12.500677355750955,4,82,42,19.171484,-4.2633275,0.17073170731707318,0.14634146341463414,0,,3.8693808666666674,0.12195121951219512,0.12195121951219512,0.08536585365853659,0.0,0.0,6,sigext,pass25,corestrict,geomallow,freshstrict,bpstrict,True,def,2
sk_sigext_epspass_corestrict_freshstrict_bpallow_geomallow_ind_def_top2,portfolio_tradeoff,16823.024399999995,68.23024399999996,-12.500677355750955,4,82,42,19.171484,-4.2633275,0.17073170731707318,0.14634146341463414,0,,3.8693808666666674,0.12195121951219512,0.12195121951219512,0.08536585365853659,0.0,0.0,7,sigext,pass25,corestrict,geomallow,freshstrict,bpallow,True,def,2
sk_sigext_epspass_corestrict_freshallow_bpstrict_geomallow_ind_def_top2,portfolio_tradeoff,16823.024399999995,68.23024399999996,-12.500677355750955,4,82,42,19.171484,-4.2633275,0.17073170731707318,0.14634146341463414,0,,3.8693808666666674,0.12195121951219512,0.12195121951219512,0.08536585365853659,0.0,0.0,7,sigext,pass25,corestrict,geomallow,freshallow,bpstrict,True,def,2
sk_sigext_epspass_corestrict_freshallow_bpallow_geomallow_ind_def_top2,portfolio_tradeoff,16823.024399999995,68.23024399999996,-12.500677355750955,4,82,42,19.171484,-4.2633275,0.17073170731707318,0.14634146341463414,0,,3.8693808666666674,0.12195121951219512,0.12195121951219512,0.08536585365853659,0.0,0.0,8,sigext,pass25,corestrict,geomallow,freshallow,bpallow,True,def,2
sk_sigext_epspass_coreentryloose_freshstrict_bpstrict_geomallow_ind_def_top2,portfolio_tradeoff,16823.024399999995,68.23024399999996,-12.500677355750955,4,82,42,19.171484,-4.2633275,0.17073170731707318,0.14634146341463414,0,,3.8693808666666674,0.12195121951219512,0.12195121951219512,0.08536585365853659,0.0,0.0,7,sigext,pass25,coreentryloose,geomallow,freshstrict,bpstrict,True,def,2
sk_sigext_epspass_coreentryloose_freshstrict_bpallow_geomallow_ind_def_top2,portfolio_tradeoff,16823.024399999995,68.23024399999996,-12.500677355750955,4,82,42,19.171484,-4.2633275,0.17073170731707318,0.14634146341463414,0,,3.8693808666666674,0.12195121951219512,0.12195121951219512,0.08536585365853659,0.0,0.0,8,sigext,pass25,coreentryloose,geomallow,freshstrict,bpallow,True,def,2
sk_sigext_epspass_coreentryloose_freshallow_bpstrict_geomallow_ind_def_top2,portfolio_tradeoff,16823.024399999995,68.23024399999996,-12.500677355750955,4,82,42,19.171484,-4.2633275,0.17073170731707318,0.14634146341463414,0,,3.8693808666666674,0.12195121951219512,0.12195121951219512,0.08536585365853659,0.0,0.0,8,sigext,pass25,coreentryloose,geomallow,freshallow,bpstrict,True,def,2
sk_sigext_epspass_coreentryloose_freshallow_bpallow_geomallow_ind_def_top2,portfolio_tradeoff,16823.024399999995,68.23024399999996,-12.500677355750955,4,82,42,19.171484,-4.2633275,0.17073170731707318,0.14634146341463414,0,,3.8693808666666674,0.12195121951219512,0.12195121951219512,0.08536585365853659,0.0,0.0,9,sigext,pass25,coreentryloose,geomallow,freshallow,bpallow,True,def,2
sk_act_epspass_corestrict_freshstrict_bpstrict_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,3,act,pass25,corestrict,geomreject,freshstrict,bpstrict,False,prox,2
sk_act_epspass_corestrict_freshstrict_bpallow_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,4,act,pass25,corestrict,geomreject,freshstrict,bpallow,False,prox,2
sk_act_epspass_corestrict_freshallow_bpstrict_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,4,act,pass25,corestrict,geomreject,freshallow,bpstrict,False,prox,2
sk_act_epspass_corestrict_freshallow_bpallow_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,5,act,pass25,corestrict,geomreject,freshallow,bpallow,False,prox,2
sk_act_epspass_coreentryloose_freshstrict_bpstrict_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,4,act,pass25,coreentryloose,geomreject,freshstrict,bpstrict,False,prox,2
sk_act_epspass_coreentryloose_freshstrict_bpallow_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,5,act,pass25,coreentryloose,geomreject,freshstrict,bpallow,False,prox,2
sk_act_epspass_coreentryloose_freshallow_bpstrict_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,5,act,pass25,coreentryloose,geomreject,freshallow,bpstrict,False,prox,2
sk_act_epspass_coreentryloose_freshallow_bpallow_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,6,act,pass25,coreentryloose,geomreject,freshallow,bpallow,False,prox,2
sk_act_epspass_coreloose_freshstrict_bpstrict_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,5,act,pass25,coreloose,geomreject,freshstrict,bpstrict,False,prox,2
sk_act_epspass_coreloose_freshstrict_bpallow_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,6,act,pass25,coreloose,geomreject,freshstrict,bpallow,False,prox,2
sk_act_epspass_coreloose_freshallow_bpstrict_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,6,act,pass25,coreloose,geomreject,freshallow,bpstrict,False,prox,2
sk_act_epspass_coreloose_freshallow_bpallow_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,7,act,pass25,coreloose,geomreject,freshallow,bpallow,False,prox,2
sk_sig_epspass_corestrict_freshstrict_bpstrict_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,4,sig,pass25,corestrict,geomreject,freshstrict,bpstrict,False,prox,2
sk_sig_epspass_corestrict_freshstrict_bpallow_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,5,sig,pass25,corestrict,geomreject,freshstrict,bpallow,False,prox,2
sk_sig_epspass_corestrict_freshallow_bpstrict_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,5,sig,pass25,corestrict,geomreject,freshallow,bpstrict,False,prox,2
sk_sig_epspass_corestrict_freshallow_bpallow_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,6,sig,pass25,corestrict,geomreject,freshallow,bpallow,False,prox,2
sk_sig_epspass_coreentryloose_freshstrict_bpstrict_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,5,sig,pass25,coreentryloose,geomreject,freshstrict,bpstrict,False,prox,2
sk_sig_epspass_coreentryloose_freshstrict_bpallow_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,6,sig,pass25,coreentryloose,geomreject,freshstrict,bpallow,False,prox,2
sk_sig_epspass_coreentryloose_freshallow_bpstrict_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,6,sig,pass25,coreentryloose,geomreject,freshallow,bpstrict,False,prox,2
sk_sig_epspass_coreentryloose_freshallow_bpallow_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,69,38,15.8627605,-9.591255499999999,0.17391304347826086,0.14492753623188406,2,7.749535,-0.7027514107142848,0.0,0.0,0.0,0.0,0.0,7,sig,pass25,coreentryloose,geomreject,freshallow,bpallow,False,prox,2
sk_sigext_epspass_corestrict_freshstrict_bpstrict_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,77,41,15.884653,-9.591255499999999,0.15584415584415584,0.12987012987012986,0,,-0.7027514107142847,0.1038961038961039,0.1038961038961039,0.0,0.0,0.0,5,sigext,pass25,corestrict,geomreject,freshstrict,bpstrict,False,prox,2
sk_sigext_epspass_corestrict_freshstrict_bpallow_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,77,41,15.884653,-9.591255499999999,0.15584415584415584,0.12987012987012986,0,,-0.7027514107142847,0.1038961038961039,0.1038961038961039,0.0,0.0,0.0,6,sigext,pass25,corestrict,geomreject,freshstrict,bpallow,False,prox,2
sk_sigext_epspass_corestrict_freshallow_bpstrict_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,77,41,15.884653,-9.591255499999999,0.15584415584415584,0.12987012987012986,0,,-0.7027514107142847,0.1038961038961039,0.1038961038961039,0.0,0.0,0.0,6,sigext,pass25,corestrict,geomreject,freshallow,bpstrict,False,prox,2
sk_sigext_epspass_corestrict_freshallow_bpallow_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,77,41,15.884653,-9.591255499999999,0.15584415584415584,0.12987012987012986,0,,-0.7027514107142847,0.1038961038961039,0.1038961038961039,0.0,0.0,0.0,7,sigext,pass25,corestrict,geomreject,freshallow,bpallow,False,prox,2
sk_sigext_epspass_coreentryloose_freshstrict_bpstrict_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,77,41,15.884653,-9.591255499999999,0.15584415584415584,0.12987012987012986,0,,-0.7027514107142847,0.1038961038961039,0.1038961038961039,0.0,0.0,0.0,6,sigext,pass25,coreentryloose,geomreject,freshstrict,bpstrict,False,prox,2
sk_sigext_epspass_coreentryloose_freshstrict_bpallow_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,77,41,15.884653,-9.591255499999999,0.15584415584415584,0.12987012987012986,0,,-0.7027514107142847,0.1038961038961039,0.1038961038961039,0.0,0.0,0.0,7,sigext,pass25,coreentryloose,geomreject,freshstrict,bpallow,False,prox,2
sk_sigext_epspass_coreentryloose_freshallow_bpstrict_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,77,41,15.884653,-9.591255499999999,0.15584415584415584,0.12987012987012986,0,,-0.7027514107142847,0.1038961038961039,0.1038961038961039,0.0,0.0,0.0,7,sigext,pass25,coreentryloose,geomreject,freshallow,bpstrict,False,prox,2
sk_sigext_epspass_coreentryloose_freshallow_bpallow_geomreject_noind_prox_top2,portfolio_tradeoff,16626.297599999998,66.26297599999998,-11.416107381031004,3,77,41,15.884653,-9.591255499999999,0.15584415584415584,0.12987012987012986,0,,-0.7027514107142847,0.1038961038961039,0.1038961038961039,0.0,0.0,0.0,8,sigext,pass25,coreentryloose,geomreject,freshallow,bpallow,False,prox,2
sk_act_epspass_corestrict_freshstrict_bpstrict_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,3,act,pass25,corestrict,geomreject,freshstrict,bpstrict,True,prox,3
sk_act_epspass_corestrict_freshstrict_bpallow_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,4,act,pass25,corestrict,geomreject,freshstrict,bpallow,True,prox,3
sk_act_epspass_corestrict_freshallow_bpstrict_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,4,act,pass25,corestrict,geomreject,freshallow,bpstrict,True,prox,3
sk_act_epspass_corestrict_freshallow_bpallow_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,5,act,pass25,corestrict,geomreject,freshallow,bpallow,True,prox,3
sk_act_epspass_coreentryloose_freshstrict_bpstrict_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,4,act,pass25,coreentryloose,geomreject,freshstrict,bpstrict,True,prox,3
sk_act_epspass_coreentryloose_freshstrict_bpallow_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,5,act,pass25,coreentryloose,geomreject,freshstrict,bpallow,True,prox,3
sk_act_epspass_coreentryloose_freshallow_bpstrict_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,5,act,pass25,coreentryloose,geomreject,freshallow,bpstrict,True,prox,3
sk_act_epspass_coreentryloose_freshallow_bpallow_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,6,act,pass25,coreentryloose,geomreject,freshallow,bpallow,True,prox,3
sk_act_epspass_coreloose_freshstrict_bpstrict_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,5,act,pass25,coreloose,geomreject,freshstrict,bpstrict,True,prox,3
sk_act_epspass_coreloose_freshstrict_bpallow_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,6,act,pass25,coreloose,geomreject,freshstrict,bpallow,True,prox,3
sk_act_epspass_coreloose_freshallow_bpstrict_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,6,act,pass25,coreloose,geomreject,freshallow,bpstrict,True,prox,3
sk_act_epspass_coreloose_freshallow_bpallow_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,7,act,pass25,coreloose,geomreject,freshallow,bpallow,True,prox,3
sk_sig_epspass_corestrict_freshstrict_bpstrict_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,4,sig,pass25,corestrict,geomreject,freshstrict,bpstrict,True,prox,3
sk_sig_epspass_corestrict_freshstrict_bpallow_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,5,sig,pass25,corestrict,geomreject,freshstrict,bpallow,True,prox,3
sk_sig_epspass_corestrict_freshallow_bpstrict_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,5,sig,pass25,corestrict,geomreject,freshallow,bpstrict,True,prox,3
sk_sig_epspass_corestrict_freshallow_bpallow_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,6,sig,pass25,corestrict,geomreject,freshallow,bpallow,True,prox,3
sk_sig_epspass_coreentryloose_freshstrict_bpstrict_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,5,sig,pass25,coreentryloose,geomreject,freshstrict,bpstrict,True,prox,3
sk_sig_epspass_coreentryloose_freshstrict_bpallow_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,6,sig,pass25,coreentryloose,geomreject,freshstrict,bpallow,True,prox,3
sk_sig_epspass_coreentryloose_freshallow_bpstrict_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,6,sig,pass25,coreentryloose,geomreject,freshallow,bpstrict,True,prox,3
sk_sig_epspass_coreentryloose_freshallow_bpallow_geomreject_ind_prox_top3,portfolio_tradeoff,16446.48,64.46479999999998,-11.228145039887139,3,88,38,15.52704475,-6.076832,0.14772727272727273,0.13636363636363635,2,7.749535,-1.0806944464285713,0.0,0.0,0.0,0.0,0.0,7,sig,pass25,coreentryloose,geomreject,freshallow,bpallow,True,prox,3
sk_sigext_epspass_corestrict_freshstrict_bpstrict_geomreject_ind_prox_top2,portfolio_tradeoff,16432.125199999984,64.32125199999984,-11.291564314668134,4,75,41,17.5280685,-6.076832,0.16,0.13333333333333333,0,,3.417569810344829,0.10666666666666667,0.10666666666666667,0.0,0.0,0.0,6,sigext,pass25,corestrict,geomreject,freshstrict,bpstrict,True,prox,2
sk_sigext_epspass_corestrict_freshstrict_bpallow_geomreject_ind_prox_top2,portfolio_tradeoff,16432.125199999984,64.32125199999984,-11.291564314668134,4,75,41,17.5280685,-6.076832,0.16,0.13333333333333333,0,,3.417569810344829,0.10666666666666667,0.10666666666666667,0.0,0.0,0.0,7,sigext,pass25,corestrict,geomreject,freshstrict,bpallow,True,prox,2
sk_sigext_epspass_corestrict_freshallow_bpstrict_geomreject_ind_prox_top2,portfolio_tradeoff,16432.125199999984,64.32125199999984,-11.291564314668134,4,75,41,17.5280685,-6.076832,0.16,0.13333333333333333,0,,3.417569810344829,0.10666666666666667,0.10666666666666667,0.0,0.0,0.0,7,sigext,pass25,corestrict,geomreject,freshallow,bpstrict,True,prox,2
sk_sigext_epspass_corestrict_freshallow_bpallow_geomreject_ind_prox_top2,portfolio_tradeoff,16432.125199999984,64.32125199999984,-11.291564314668134,4,75,41,17.5280685,-6.076832,0.16,0.13333333333333333,0,,3.417569810344829,0.10666666666666667,0.10666666666666667,0.0,0.0,0.0,8,sigext,pass25,corestrict,geomreject,freshallow,bpallow,True,prox,2
